smiles,cid,rat_vi,GHS_Category
CCSC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],23715988.0,160.0,3
CCSC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],23715994.0,100.0,3
CCSCC1(C(C)CC)C(=O)N=C([O-])NC1=O.[Na+],23703921.0,170.0,3
CCSCC1(C(C)CC)C(=O)N=C([S-])NC1=O.[Na+],23716024.0,260.0,3
CCSCCOP(=S)(OC)OC,13346.0,216.0,3
CCSCCOP(=S)(OC)OC.CCSCCSP(=O)(OC)OC,24692.0,12.0,2
CCSCCSP(=O)(OC)OC,13526.0,65.0,3
CCSCCSP(=S)(OC)OC,12541.0,38.5,2
CCSCC[S+](CC)CCSP(=O)(OC)OC.[Br-],116221.0,0.005,1
CCSCc1cnc(C)c(O)c1CO.Cl,3057345.0,400.0,4
CCSP(=O)(SCC)SCC,164839.0,200.0,3
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,5282398.0,90.0,3
CC[Ge](CC)(CC)CC,11703.0,460.0,4
CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,6100.0,17.0,2
CC[N+](C)(CC)CCCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-],45086.0,2.5,1
CC[N+](C)(CC)CCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-],45084.0,20.0,2
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],5748.0,13.2,2
CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1.[Br-],207670.0,6.7700000000000005,2
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],5883.0,4.8,1
CC[N+](C)(CC)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-],22798.0,19.0,2
CC[N+](C)(CC)c1cccc(OC(=O)NC)c1.[I-],43257.0,1.22,1
CC[N+](CC)(CC)CC,5413.0,63.0,3
CC[N+](CC)(CC)CC.[Br-],6285.0,63.0,3
CC[N+](CC)(CC)CC.[Cl-],5946.0,56.0,3
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[I-],31334.0,27.0,2
CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1.[Br-],71809.0,6.6000000000000005,2
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],6172.0,5.1000000000000005,2
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],8288.0,2.72,1
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],6917865.0,19.0,2
CC[N+]1(C)C2CCC1CC(OC(=O)C1CCC(C(=O)OC3CC4CCC(C3)[N+]4(C)CC)(c3ccccc3)c3ccccc31)C2.[Br-].[Br-],201399.0,0.19,1
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],657306.0,18.0,2
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-],20749.0,5.5,2
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],168088.0,21.0,2
CC[Pb](CC)(CC)CC,6511.0,14.4,2
CC[S+](C)CCSP(=O)(OC)OC.[I-],116225.0,0.062,1
CC[S+]([O-])CC,6263.0,4990.0,5
CC[S+]([O-])CCSP(=O)(OC)OC,4618.0,47.0,2
CC[Sn+](CC)CC.CC[Sn+](CC)CC.O=S(=O)([O-])[O-],16683094.0,9.05,2
CC[Sn](CC)(CC)CC,11704.0,12.5,2
CC[Sn](Cl)(CC)CC,13820.0,8.41,2
CC[Sn](Cl)(Cl)CC,91491.0,20.6,2
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Cl-],11765.0,21.0,2
CCc1c(-c2ccccc2)[n+](CCCCCC[n+]2c(-c3ccccc3)c(CC)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],15588583.0,1.528,1
CCc1c(C)nc2cc(C)cc(C)n2c1=O.Cl,3053750.0,120.0,3
CCc1c(C)nc2cccc(C)n2c1=O.Cl,155373.0,190.0,3
CCc1c(C)nc2ccccn2c1=O.Cl,3053744.0,280.0,3
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.Cl,74990.0,83.60000000000001,3
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.Cl.O.O.O,60837.0,83.60000000000001,3
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,123698.0,51.0,3
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,6295.0,73.0,3
CCc1ccc(CCC(=O)c2ccccc2OCCN(CC)CC)cc1.Cl,211333.0,52.0,3
CCc1cccc(CC)c1NC1=NCCN1.Cl,20863.0,0.22,1
CCc1nc2cccc(C)n2c(=O)c1C.Cl,3053742.0,28.647,2
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC.Cl,65472.0,62.0,3
CCc1nnc(N)s1,26444.0,810.0,4
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,7181.0,1300.0,4
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,68624.0,328.0,4
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,4539.0,245.0,3
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,3229.0,236.0,3
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,4421.0,1160.0,4
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,4855.0,158.0,3
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,4831.0,529.0,4
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21.O.O.O,153398.0,575.0,4
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,2762.0,860.0,4
CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O.Cl,46174071.0,53.0,3
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1.Cl,84105.0,1.4,1
CN(C(=O)NC1CCCCC1)c1ccc(OCC(O)CNC(C)(C)C)cc1,3044556.0,45.0,2
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3955.0,5.1000000000000005,2
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,71420.0,7.49,2
CN(C)C(=O)C(CC[N+]1([O-])CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,71421.0,28.3,2
CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,71101.0,15.0,2
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1.CS(=O)(=O)O,43071.0,152.0,3
CN(C)C(=O)N(C)C,12437.0,1100.0,4
CN(C)C(=O)N(C)N=O,18988.0,240.0,3
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,4456.0,0.225,1
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],8246.0,0.165,1
CN(C)C(=O)n1c(Br)nc(Br)c1Br,146856.0,25.0,2
CN(C)C(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2.O=C(O)CC(O)(CC(=O)O)C(=O)O,3044376.0,21.6,2
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.O=[N+]([O-])O,54698169.0,91.0,3
CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,54692984.0,144.0,3
CN(C)C1C(=O)C(C(=O)NCO)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,56841095.0,186.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,54675777.0,118.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cl,54682468.0,100.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,54680690.0,146.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,54686764.0,94.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,54675779.0,260.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.O=S(=O)(O)O,54708898.0,221.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl,54680782.0,302.0,4
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,54675776.0,129.0,3
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl,54704426.0,128.0,3
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,5241.0,300.0,3
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+],23671932.0,303.0,4
CN(C)C=O,6228.0,2000.0,4
CN(C)CC(=O)N1Cc2ccccc2CC2CCCCC21.Cl,108333.0,31.0,2
CN(C)CC(Cl)c1ccccc1.Cl,208445.0,3.9,1
CN(C)CC(O)COC(Cc1ccccc1)Cc1ccccc1.O=C(O)C(=O)O,215174.0,46.0,2
CN(C)CC(O)c1ccc(O)c(O)c1,11139.0,5.0,1
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,5365247.0,50.0,2
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1.Cl.Cl,6436006.0,45.8,2
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,83813.0,53.0,3
CN(C)CCC1(C)Oc2ccccc2O1.Cl,47537.0,60.0,3
CN(C)CCC1(c2ccccc2)C=Cc2ccccc21.Cl,66262.0,27.0,2
CN(C)CCC1(c2ccccc2)Oc2ccccc2O1.Cl,40372.0,23.0,2
CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1.Cl,6436337.0,47.0,2
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,11065.0,14.0,2
CN(C)CCC=C1c2ccccc2CCc2sccc21,6436417.0,23.0,2
CN(C)CCC=C1c2ccccc2COc2ccccc21,667477.0,16.0,2
CN(C)CCC=C1c2ccccc2COc2ccccc21.Cl,6419921.0,13.0,2
CN(C)CCC=C1c2ccccc2CSc2ccccc21.Cl,9884029.0,24.0,2
CN(C)CCC=C1c2ccccc2CSc2sccc21.Cl,70858.0,15.2,2
CN(C)CCC=C1c2ccccc2C[S+]([O-])c2sccc21.O=C(O)C=CC(=O)O,6444727.0,21.4,2
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21.Cl,5282478.0,25.0,2
CN(C)CCC=C1c2ccccc2Sc2ccccc21.Cl,78622.0,31.0,2
CN(C)CCCC(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2.O=C(O)CC(O)(CC(=O)O)C(=O)O,3044209.0,33.2,2
CN(C)CCCC(O)(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2.O=C(O)CC(O)(CC(=O)O)C(=O)O,3044380.0,47.8,2
CN(C)CCCC1(C#N)c2ccccc2CCc2ccccc21.Cl,15675.0,28.0,2
CN(C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12.Cl.Cl,134776.0,0.5,1
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21.Cl,12195997.0,55.0,3
CN(C)CCCN1c2cc(Cl)ccc2C=Cc2ccc(Cl)cc21,77141.0,21.0,2
CN(C)CCCN1c2cc(Cl)ccc2CCc2ccc(Cl)cc21,77140.0,41.0,2
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21.O=C(O)C(O)C(O)C(=O)O,94279.0,38.0,2
CN(C)CCCN1c2ccccc2C=Cc2ccccc21,67534.0,23.0,2
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,108051.0,19.0,2
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,68539.0,26.0,2
CN(C)CCCN1c2ccccc2CCc2ccccc21,3696.0,9.3,2
CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,8228.0,18.0,2
CN(C)CCCN1c2ccccc2Oc2ccc(Cl)cc21.Cl,3062480.0,60.0,3
CN(C)CCCN1c2ccccc2Oc2ccccc21.Cl,215995.0,60.0,3
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,2726.0,23.0,2
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,6240.0,25.0,2
CN(C)CCCN1c2ccccc2Sc2ccccc21,4926.0,14.5,2
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,5887.0,29.0,2
CN(C)CCCN1c2ccccc2Sc2cccnc21,14670.0,25.0,2
CN(C)CCCN1c2ccccc2Sc2cccnc21.Cl,14669.0,110.0,3
CN(C)CCCN=c1c2c(n(O)c3ccccc13)C=CCC2[N+](=O)[O-].Cl.Cl,167872.0,5.4,2
CN(C)CCCNc1c2ccccc2[n+]([O-])c2cccc([N+](=O)[O-])c12.Cl.Cl,29929.0,5.6000000000000005,2
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12.Cl.Cl,23015.0,0.725,1
CN(C)CCCOC1(Cc2ccccc2)CCCCCC1.O=C(O)C=CC(=O)O,5282403.0,41.0,2
CN(C)CCCOCCC1(C)Oc2ccccc2O1.Cl,41832.0,18.0,2
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,65464.0,43.5,2
CN(C)CCCc1cccc2nc3c(=O)[nH]c(O)nc3nc12.Cl,5362008.0,65.0,3
CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,20883.0,77.0,3
CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21.Cl,34363.0,33.0,2
CN(C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.Cl,32266.0,0.9,1
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21.Cl,42509.0,26.0,2
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,25295.0,32.5,2
CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,9066.0,12.0,2
CN(C)CCN(Cc1ccsc1)c1ccccn1.Cl,13734.0,15.0,2
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,9419.0,22.0,2
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,443945.0,22.0,2
CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21.Cl,17646.0,26.0,2
CN(C)CCNCCC1(C)Oc2ccccc2O1.Cl.Cl,40351.0,51.0,3
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,101533.0,30.0,2
CN(C)CCOC(=O)c1ccc(N)cc1.Cl,28625.0,72.0,3
CN(C)CCOC(=O)c1ccc(N)cc1O.Cl,3060778.0,63.0,3
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1.Cl,519514.0,55.0,3
CN(C)CCOC(c1ccccc1)c1ccccc1,3100.0,42.0,2
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,8980.0,35.0,2
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,10660.0,200.0,3
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,5736.0,36.8,2
CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1,71863.0,42.0,2
CN(C)CCON=C1c2ccccc2CCc2ccccc21.Cl,21086.0,12.0,2
CN(C)CCOc1ccc(CC(NC(=O)OCc2ccccc2)C(=O)NCc2ccccc2)cc1.Cl,42232.0,87.7,3
CN(C)CCOc1ccc(CC(NC(=O)c2ccccc2)C(=O)NCc2ccccc2)cc1.Cl,42192.0,73.60000000000001,3
CN(C)CCc1c[nH]c2cccc(O)c12,4980.0,75.0,3
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,10624.0,280.0,3
CN(C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21.Cl,32264.0,0.3,1
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1.Cl.Cl,47896.0,3680.0,5
CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])N2CCN(C)CC2)o1,20234085.0,110.0,3
CN(C)N,5976.0,119.0,3
CN(C)N.Cl,73951.0,191.0,3
CN(C)N=Nc1[nH]cnc1C(N)=O,135398738.0,411.0,4
CN(C)c1c2ccccc2nc2cccc([N+](=O)[O-])c12.Cl.Cl,5361387.0,1.4,1
CN(C)c1ccc(N=Nc2ccc3nc4ccc(N)cc4[n+](-c4ccccc4)c3c2)cc1.[Cl-],119049.0,18.9,2
CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,25926.0,15.0,2
CN(C)c1ccc(Nc2cc3nc4ccc(N(C)C)cc4nc3cc2N)cc1.Cl,198943.0,37.8,2
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O.Cl,54685925.0,164.0,3
CN(C)c1ccc(O)cc1.Cl,22173.0,57.0,3
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],6099.0,1250.0,4
CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12.Cl,34314.0,1.45,1
CN(C)c1nc(NP(=O)(N2CC2)N2CC2)c2c(ncn2C)n1,68669.0,175.0,3
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1.Cl,443983.0,57.0,3
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,4047.0,500.0,4
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1549008.0,213.0,3
CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-],27522.0,0.74,1
CN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1.Cl,114321.0,54.0,3
CN(CCCl)CCCl,4033.0,1.1,1
CN(CCCl)CCCl.Cl,5935.0,1.1,1
CN(CCCl)N=O,27829.0,22.0,2
CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)C1CCCCC1.Cl,216336.0,103.0,3
CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,216341.0,102.0,3
CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,9912.0,690.0,4
CN(CCOP(=O)(O)O)C(=N)N,23342.0,1300.0,4
CN(CCc1ccccc1)CCC1(C)Oc2ccccc2O1.Cl,47541.0,15.0,2
CN(CCc1ccccc1)CCc1ccc2c(c1)OCO2.Cl,3053500.0,100.0,3
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)C1CCCCC1.O=C(O)C(O)C(O)C(=O)O,3038397.0,117.0,3
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,216340.0,116.0,3
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,443867.0,100.0,3
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,126941.0,14.0,2
CN(Cc1nc2c(N)nc(N)nc2[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,5484402.0,300.0,3
CN(N=O)C(=N)N[N+](=O)[O-],135436526.0,80.0,3
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,23615975.0,138.0,3
CN(N=O)C(N)=O,12699.0,108.0,3
CN(N=O)C1CCCCC1,21567.0,30.0,2
CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1,16129736.0,20.0,2
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,71117.0,92.0,3
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3016.0,32.0,2
CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21.Cl,115000.0,132.0,3
CN1C(=O)OC(C)(C)C1=O,5576.0,160.0,3
CN1C(C)(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1(C)C,46277.0,14.0,2
CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2.Cl,135004.0,12.9,2
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,174174.0,73.0,3
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,60196398.0,37.0,2
CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2.O.O=S(=O)(O)O,201397.0,22.0,2
CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.Cl,656664.0,31.4,2
CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,671690.0,14.0,2
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,6918003.0,14.0,2
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,8223.0,80.0,3
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21.O=C(O)C(=O)C(O)C(O)O,9787.0,80.0,3
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21.CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21.O=C(O)C(=O)C(O)C(O)O,76963764.0,110.0,3
CN1CC(CC(C#N)C(N)=O)CC2c3cccc4[nH]cc(c34)CC21,71136.0,80.0,3
CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,30822.0,71.0,3
CN1CC(CN(CCN=[N+]=[N-])S(C)(=O)=O)=CC2c3cccc4[nH]cc(c34)CC21.O=C(O)C=CC(=O)O,6441943.0,134.0,3
CN1CC(O)c2cc(N=NC(=N)N)c(O)cc21.CS(=O)(=O)O,135965858.0,287.0,3
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1.Cl,35759.0,2.7,1
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)C=CC(=O)O,5282408.0,5.1000000000000005,2
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.Cl,3056070.0,17.0,2
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,168993.0,17.0,2
CN1CCC(=C2c3ccccc3CSc3sccc32)CC1.O=C(O)C(O)C(O)C(=O)O,197208.0,19.4,2
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,4822.0,13.0,2
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)C=CC(=O)O,5702167.0,18.0,2
CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1,73039.0,12.0,2
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,27901.0,42.0,2
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,66063.0,28.8,2
CN1CCC(Oc2ccc(N)cc2)(c2ccccc2)CC1,3060392.0,45.0,2
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,98514.0,160.0,3
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,5360697.0,21.0,2
CN1CCC23CCCCC2C1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,5464027.0,27.0,2
CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1.CS(=O)(=O)O,3053756.0,55.0,3
CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3(O)C1C5,5745382.0,45.0,2
CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3C1C5,5488848.0,8.1,2
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,5288826.0,140.0,3
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5.CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5.O=S(=O)(O)O,16051935.0,70.0,3
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5.Cl,5464110.0,265.0,3
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,64722.0,24.0,2
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1.Cl,102907.0,20.0,2
CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,118984357.0,18.0,2
CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1.Cl,118984356.0,25.0,2
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,62495.0,22.0,2
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,37493.0,20.0,2
