smiles,cid,rat_vi,GHS_Category
CCC(C)C(NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(C)CC)C(=O)NC(C(=O)NC(CO)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)O)C(C)C)C(C)O)C(C)CC,16143997.0,4.62,1
CCC(C)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CCSC)NC(=O)C(CS)NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CS)NC(=O)CNC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(N)CC(N)=O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CS)C(=O)NC(CC(N)=O)C(=O)NC(CS)C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CS)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)O)C(C)CC)C(C)C)C(C)O,56841751.0,1990.0,4
CCC(C)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O,16186200.0,1.0,1
CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCCCN)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,118984375.0,4.0,1
CCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],23690439.0,70.0,3
CCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],23710500.0,90.0,3
CCC(C)C1CC2C3N(C)c4ccccc4C34CC(C1C4O)N2CC(O)CN(CC)CC,3041979.0,4.3,1
CCC(C)C1CC2C3N(C)c4ccccc4C34CC(C1C4O)N2CCN(CC)CC,3041977.0,3.5,1
CCC(C)C1CC2C3N(C)c4ccccc4C34CC(C1C4O)N2CCN1CCCCC1,3041978.0,5.2,2
CCC(C)C1NC(=O)C(C(C)=O)=C1[O-].[Na+],23674500.0,146.0,3
CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC=O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,3084043.0,20.0,2
CCC(C)C1NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CO)NC(=O)C(N)CO)CSSCC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)CNC1=O.Cl,72941677.0,10.0,2
CCC(C)C1NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(N)CO)CSSCC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)CNC1=O,16129708.0,21.0,2
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,439302.0,2.275,1
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCCCCC(C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,20057048.0,5.0,1
CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)C(=O)C(C(C)C)OC(=O)CC1O,122651.0,0.86,1
CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)C)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,3084037.0,100.0,3
CCC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)N(CCCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CN=C(N)N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NC(=O)NC(CC2CNC(N)=N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C.O,56842192.0,66.6,3
CCC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,16131420.0,479.0,4
CCC(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,217353.0,37.0,2
CCC(C)NCC(O)COc1ccc2c(c1)NC(=O)CS2.O=C(O)C=CC(=O)O,24835413.0,78.0,3
CCC(C)NCC(O)COc1ccc2c(c1)SCC(=O)N2.O=C(O)C(=O)O,24835421.0,68.0,3
CCC(C)NCC(O)COc1cccc2c1SCC(=O)N2.O=C(O)C=CC(=O)O,24835417.0,75.0,3
CCC(C)NCC(O)c1ccc(N)cc1,40983.0,120.0,3
CCC(C)O,6568.0,138.0,3
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,6917738.0,40.0,2
CCC(CC)(C(=O)[O-])c1cccc2ccccc12.[Na+],23691015.0,433.0,4
CCC(CC)(CO)CO,8284.0,635.0,4
CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl,9866796.0,112.0,3
CCC(CC)CSCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],23715987.0,130.0,3
CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,121035.0,17.400000000000002,2
CCC(CO)N=C(O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.O=C(O)C=CC(=O)O,5281072.0,23.0,2
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,8226.0,23.0,2
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1.O=C(O)C=CC(=O)O,5281073.0,125.0,3
CCC(CO)NCCNC(CC)CO.Cl.Cl,14051.0,300.0,3
CCC(CO)NCc1ccc(OC)c(OC)c1.Cl,60568.0,475.0,4
CCC(CO)NCc1ccccc1Cl.Cl,60564.0,316.5,4
CCC(CO)Nc1nc2c(c(=O)n(C)c(=O)n2C)n1CCN(CC)CC.Cl,3088755.0,420.0,4
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1.Cl.Cl,44144422.0,15.8,2
CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)[O-].[Na+],23684816.0,1034.0,4
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3735.0,280.0,3
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-].[Na+],23669441.0,332.0,4
CCC(Cc1c(I)cc(I)c(NC(=O)CN(CC)CCO)c1I)C(=O)O,131733.0,390.0,4
CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12.Cl,16219912.0,80.0,3
CCC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,26152.0,5.0,1
CCC(c1ccccc1)n1cncc1C(=O)OC.Cl,201922.0,57.0,3
CCC1(C)CC(=O)NC(=O)C1,2310.0,16.0,2
CCC1(C)COC(=O)C1,39737.0,7.0,2
CCC1(C2C=CCC2)C(=O)NC(=S)NC1=O,3033346.0,110.0,3
CCC1(CC)C(=O)N=C([O-])NC1=O.[Na+],23681217.0,280.0,3
CCC1(CC)C(=O)NCC(C)C1=O,4162.0,380.0,4
CCC1(CC)CC(=O)NC(=O)C1,203308.0,100.0,3
CCC1(CC)COC(=O)C1,36617.0,3.0,1
CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],23689390.0,128.0,3
CCC1(CO)CCCN2CCc3c([nH]c4ccccc34)C21,6917973.0,8.9,2
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,24360.0,234.0,3
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,451415.0,25.71,2
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC.Cl,153751.0,25.71,2
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,13342.0,2.0,1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,5388983.0,37.0,2
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,76958180.0,1.92,1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,5388993.0,1.0,1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,5388992.0,1.01,1
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],23674889.0,83.0,3
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,4763.0,209.0,3
CCC12CCCN3CCc4c(n(c5cc(Br)ccc45)C(O)(C(=O)OC)C1)C32.O=C(O)C=CC(=O)O,5282434.0,45.1,2
CCC12CCN(CC=C(C)C)C(Cc3ccc(O)cc31)C2C,107138.0,16.0,2
CCC1=C(C)c2cc3[n-]c(cc4[n-]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4CCC(=O)[O-])c(CCC(=O)[O-])c3C.[Co+2].[H+].[H+],161350.0,39.5,2
CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C(C)O)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C.[Na+],137321858.0,75.0,3
CCC1=NCCC1(c1ccccc1)c1ccccc1,104403.0,42.0,2
CCC1C(=O)OCC1Cc1cncn1C,5910.0,88.5,3
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,5502.0,103.0,3
CCC1C(C)C(C)C(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23712999.0,58.0,3
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,6100671.0,26.0,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O.Cl,76971380.0,19.3,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN(CC)CC)C1O,118984402.0,6.0,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN(CC)CC)C1O.O=C([O-])C(O)C(O)C(=O)O,118984401.0,10.0,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCC2)C1O,206290.0,4.4,1
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCCCC2)C1O,206291.0,9.0,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)CN2CCOCC2)C1O,206292.0,4.6000000000000005,1
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)COC)C1O,3041972.0,3.3000000000000003,1
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CC(O)COc2cccc(C)c2)C1O,3041976.0,11.2,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CCN(CC)CC)C1O,3041988.0,8.0,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3(CCN2CCCCC2)C1O,3041980.0,6.8,2
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O.Cl,76960253.0,17.3,2
CCC1CC(=O)NC(=O)C1,3060768.0,60.0,3
CCC1CC(C(=O)N(C)C2C(=O)NC(CC(C)C)C(=O)N3CC(C)CC3C(=O)NC(CCC(C)C)C(=O)N(C)C(C(C)C)C(=O)N3CCCC3C(=O)N(C)C(CC(C)C)C(=O)NCC(=O)OC2C)N(C(=O)C(C(C)C)N(C)C(=O)C(O)CC)C1,73367.0,925.0,4
CCC1CC(C)C(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23713022.0,139.0,3
CCC1CC(C)C(C)C12C(=O)[N-]C(=S)NC2=O.[Na+],23713024.0,83.0,3
CCC1CC(C)C2(C(=O)[N-]C(=O)NC2=O)C1C.[Na+],23713023.0,170.0,3
CCC1CC(C)C2(C(=O)[N-]C(=S)NC2=O)C1C.[Na+],23713025.0,117.0,3
CCC1CC(C)C2(C1)C(=O)[N-]C(=O)NC2=O.[Na+],23712995.0,496.0,4
CCC1CC(CC)C2(C(=O)[N-]C(=O)NC2=O)C1C.[Na+],23713018.0,137.0,3
CCC1CC(CC)C2(C(=O)[N-]C(=S)NC2=O)C1C.[Na+],23713019.0,91.0,3
CCC1CCC(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23712996.0,112.0,3
CCC1CCC(C)C12C(=O)[N-]C(=S)NC2=O.[Na+],23712997.0,114.0,3
CCC1CCC(CC)C12C(=O)[N-]C(=O)N(C)C2=O.[Na+],23713031.0,88.0,3
CCC1CCC(CC)C12C(=O)[N-]C(=O)NC2=O.[Na+],23713020.0,103.0,3
CCC1CCC(CC)C12C(=O)[N-]C(=S)NC2=O.[Na+],23713021.0,60.0,3
CCC1CCCC(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23713012.0,137.0,3
CCC1CCCC(C)C12C(=O)[N-]C(=S)NC2=O.[Na+],23712987.0,161.0,3
CCC1CCCC12C(=O)[N-]C(=O)NC2=O.[Na+],23712998.0,642.0,4
CCC1CN1CCCl.O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)O)c([N+](=O)[O-])c1,45432.0,0.5,1
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl,16211709.0,32.0,2
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12.Cl.Cl,68544.0,20.0,2
CCC1COC(=O)C1,27893.0,100.0,3
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.Cl,86475.0,209.0,3
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.NS(=O)(=O)O,83951.0,127.0,3
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.O=C(O)C(O)C(O)C(O)C(O)C(O)CO,16051953.0,288.0,3
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,5280440.0,600.0,4
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O,60196281.0,695.0,4
CCC=C(C)C1(C(C)C)C(=O)[N-]C(=O)NC1=O.[Na+],23715935.0,86.0,3
CCC=CCC1(C(C)C)C(=O)[N-]C(=O)N(C)C1=O.[Na+],23715937.0,73.0,3
CCC=CCC1(C(C)C)C(=O)[N-]C(=O)NC1=O.[Na+],23715939.0,109.0,3
CCC=CCC1(C(C)C)C(=O)[N-]C(=S)NC1=O.[Na+],23715951.0,104.0,3
CCC=CCC1(C(C)CC)C(=O)N=C([O-])NC1=O.[Na+],23665604.0,100.0,3
CCC=CCC1(CC)C(=O)[N-]C(=O)N(C)C1=O.[Na+],23715926.0,52.0,3
CCC=CCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],23715927.0,148.0,3
CCC=CCC1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],23715928.0,86.0,3
CCC=CCC1(CCC)C(=O)[N-]C(=O)NC1=O.[Na+],23715952.0,157.0,3
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,135491830.0,505.0,4
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1.Cl,115305.0,50.0,2
CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1.Cl,86617.0,70.0,3
CCCC(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,198798.0,365.0,4
CCCC(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)C)C(C)O)C(C)O)C(C)C)C(C)O,16132395.0,10.0,2
CCCC(=O)Nc1c(I)cc(I)c(C=C(CC)C(=O)[O-])c1I.[Na+],23665574.0,480.0,4
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+],541384.0,860.0,4
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,441307.0,103.0,3
CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1OC(=O)CCC.[Na+],23663967.0,448.0,4
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6433234.0,63.0,3
CCCC(C(=O)OCCN(CC)CC)C1CCCC1.Cl,3051022.0,90.0,3
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1.Cl,14372.0,47.0,2
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2576.0,450.0,4
CCCC(C)(COC(N)=O)COC(N)=O,4064.0,350.0,4
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5.Cl,23623749.0,5.3,2
CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],23676152.0,65.0,3
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],23665410.0,43.6,2
CCCC(C)C1(CCSC)C(=O)[N-]C(=S)NC1=O.[Na+],23674496.0,75.8,3
CCCC(C)C1(CSC)C(=O)[N-]C(=O)NC1=O.[Na+],23715955.0,100.0,3
CCCC(C)C1(CSCC)C(=O)[N-]C(=O)NC1=O.[Na+],23716055.0,120.0,3
CCCC(C)C=C(C)C(O)C(C)C=CCCC(O)C(C)C(O)C(C)C(O)C(C)C1OC(C(C)C(=O)O)CCC1C,6438636.0,0.5,1
CCCC(C)SCC1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],23716011.0,100.0,3
CCCC(CCC)C(=O)[O-].[Na+],16760703.0,509.0,4
CCCC(Cc1ccccc1)N1CCCC1.Cl,14591.0,40.0,2
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,72022.0,2000.0,4
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,107807.0,323.0,4
CCCC(O)(CCN1CCCCC1)c1ccccc1.Cl,3047208.0,49.0,2
CCCC1(CCC)COC(=O)C1,3033386.0,200.0,3
CCCC1(c2cccc(O)c2)CCN(C)C1.Cl,16853.0,43.0,2
CCCC1(c2cccc(O)c2)CCN(C)CC1C,6917663.0,67.0,3
CCCC1C(CC)CC12C(=O)[N-]C(=O)NC2=O.[Na+],23713009.0,413.0,4
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,443385.0,321.0,4
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,64710.0,342.0,4
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl.O,71476.0,342.0,4
CCCC1CC(C)C(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23713028.0,161.0,3
CCCC1CC(C)C(C)C12C(=O)[N-]C(=S)NC2=O.[Na+],23713029.0,73.0,3
CCCC1CC(C)C2(C(=O)[N-]C(=O)NC2=O)C1C.[Na+],23713030.0,185.0,3
CCCC1CC(C)C2(C(=O)[N-]C(=S)NC2=O)C1C.[Na+],23712988.0,183.0,3
CCCC1CC(CC)C(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23712993.0,89.0,3
CCCC1CC(CC)C(C)C12C(=O)[N-]C(=S)NC2=O.[Na+],23712994.0,51.0,3
CCCC1CCC(C)C12C(=O)[N-]C(=O)NC2=O.[Na+],23713001.0,112.0,3
