smiles,cid,mouse_vo,GHS_Category
C=CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6448425.0,904.0,4
C=CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.C=CCOCCn1c(N2CCN(C)CC2)nc2ccccc21.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6448423.0,1635.0,4
C=CCOCn1ccc(=O)[nH]c1=O,376599.0,1000.0,4
C=CCON=C(C)c1ccc(-c2ccc(C)c(C)c2)s1,9570908.0,1000.0,4
C=CCON=C(C)c1ccc(-c2ccc(CC)cc2)s1,9570899.0,1000.0,4
C=CCON=C(CCC)C1C(=O)[CH-]C(C)(C)C(C(=O)OC)C1=O.[Na+],74087703.0,3000.0,5
C=CCON=C(c1ccc(OC)c(OC)c1)c1nccc2cc(OC)c(OC)cc12.Cl,135546020.0,1600.0,4
C=CCON=CC1=CCCN(C)C1.Cl,9588767.0,250.0,3
C=CCONC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,3076979.0,450.0,4
C=CCOP(=O)(CCCC)c1ccccc1,3048264.0,1060.0,4
C=CCOc1c(C)cc(Br)cc1C(N)=O,38712.0,3000.0,5
C=CCOc1c(C)cc(Cl)cc1C(=O)NCC,42823.0,1330.0,4
C=CCOc1c(C)cc(N)cc1C(=O)NCCC.Cl,207682.0,327.0,4
C=CCOc1c(C)cccc1C(N)=O,120200.0,1000.0,4
C=CCOc1c(OC)cc(C(=O)N(C(C)C)C(C)C)cc1OC,67426.0,75.0,3
C=CCOc1cc(C(F)(F)F)ccc1C(=O)NCCN(CC)CC,71836.0,1375.0,4
C=CCOc1cc(C)cc2cc(-c3nn[nH]n3)c(=O)oc12,3059216.0,2000.0,4
C=CCOc1cc(C=Cc2nc(C(=O)O)cs2)ccc1OC,6447744.0,800.0,4
C=CCOc1cc(C=Cc2nc(CC(=O)O)cs2)ccc1OC,6447752.0,800.0,4
C=CCOc1cc(CC)c(NC(C)=O)cc1C(N)=O,52077.0,900.0,4
C=CCOc1cc(Cl)c(N)cc1C(=O)NC(C)(C)C,207688.0,1000.0,4
C=CCOc1cc(Cl)c(N)cc1C(=O)NCC,207680.0,1000.0,4
C=CCOc1cc(Cl)c(N)cc1C(=O)NCCCC,207745.0,1000.0,4
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,71837.0,5000.0,5
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC.Cl,197046.0,275.0,3
C=CCOc1ccc(-c2cn(C)cn2)cc1.Cl,218251.0,1068.0,4
C=CCOc1ccc(-c2cn(CCCC)cn2)cc1.Cl,208790.0,920.0,4
C=CCOc1ccc(C(=O)CC)cc1,200453.0,2000.0,4
C=CCOc1ccc(C(C)=O)cc1,95969.0,2000.0,4
C=CCOc1ccc(C(O)CCN2CCN(C(Cc3ccccc3)OCC)CC2)cc1.Cl.Cl,214028.0,435.0,4
C=CCOc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1.Cl,11971113.0,2000.0,4
C=CCOc1ccc(C2=C(c3ccccc3)C(C)(C)Oc3cc(OC)ccc32)cc1,3079008.0,500.0,4
C=CCOc1ccc(C2c3ccc(OC)cc3OC(C)(C)C2c2ccccc2)cc1,3079013.0,500.0,4
C=CCOc1ccc(C=CC(O)=NO)cc1OC,6433958.0,1700.0,4
C=CCOc1ccc(C=CC(O)=NO)cc1OCC,6445269.0,4000.0,5
C=CCOc1ccc(C=Cc2nc(C(=O)O)cs2)cc1OC,6447740.0,800.0,4
C=CCOc1ccc(C=Cc2nc(CC(=O)O)cs2)cc1OC,6447751.0,800.0,4
C=CCOc1ccc(CC(=O)O)cc1Cl,30951.0,1023.0,4
C=CCOc1ccc(CC(O)=NO)cc1,26907.0,4000.0,5
C=CCOc1ccc(CC(O)=NO)cc1Cl,29699.0,2080.0,5
C=CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,3078601.0,1500.0,4
C=CCOc1ccc(N)cc1C(=O)N(C)C.Cl,207743.0,1000.0,4
C=CCOc1ccc(N)cc1C(=O)N(CC)CC.Cl,207690.0,570.0,4
C=CCOc1ccc(N)cc1C(=O)N1CCCCC1.Cl,207692.0,1000.0,4
C=CCOc1ccc(N)cc1C(=O)N1CCOCC1.Cl,207694.0,1000.0,4
C=CCOc1ccc(N)cc1C(=O)NC,207748.0,720.0,4
C=CCOc1ccc(N)cc1C(=O)NC(C)(C)C,207687.0,740.0,4
C=CCOc1ccc(N)cc1C(=O)NC(C)C,207684.0,574.0,4
C=CCOc1ccc(N)cc1C(=O)NC(C)CC,207747.0,767.0,4
C=CCOc1ccc(N)cc1C(=O)NC1CC1,207685.0,553.0,4
C=CCOc1ccc(N)cc1C(=O)NC1CCCCC1,43047.0,450.0,4
C=CCOc1ccc(N)cc1C(=O)NCC,207681.0,927.0,4
C=CCOc1ccc(N)cc1C(=O)NCC(C)C,207679.0,538.0,4
C=CCOc1ccc(N)cc1C(=O)NCCC,207746.0,318.0,4
C=CCOc1ccc(N)cc1C(=O)NCCCC,207678.0,374.0,4
C=CCOc1ccc(N)cc1C(=O)NCCCCC,207689.0,472.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)N(CC)CC,201665.0,1200.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NC(C)(C)C,201609.0,900.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NC(C)C,23026.0,1500.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NC(C)CC,201608.0,1900.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NC1CC1,201666.0,1000.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NCC(C)C,201607.0,2000.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NCCC,201605.0,1000.0,4
C=CCOc1ccc(NC(C)=O)cc1C(=O)NCCCC,201606.0,700.0,4
C=CCOc1ccc(OP(=S)(OC(C)C)OC(C)C)nn1,198317.0,50.0,2
C=CCOc1ccc(OP(=S)(OC)OC)nn1,198316.0,50.0,2
C=CCOc1ccc(OP(=S)(OCC)OCC)nn1,198298.0,50.0,2
C=CCOc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,3059207.0,2000.0,4
C=CCOc1ccccc1C=NNC(N)=S,9578392.0,700.0,4
C=CCOc1ccccc1CC1CNC(=O)O1,3046899.0,700.0,4
C=CCOc1ccccc1OCC(O)CNC(C)C,4631.0,375.0,4
C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,71172.0,520.0,4
C=CCOc1nc(NC)nc(N2CCN(C)CC2)c1SC.Cl,3043449.0,400.0,4
C=CCOc1nn(-c2cccc(C(F)(F)F)c2)c(C)cc1=O,3073148.0,300.0,3
C=CCOc1nnc(C)c(C)n1,3053023.0,300.0,3
C=CCOc1nncc(-c2ccccc2)n1,3053045.0,300.0,3
C=CCSC(C(N)=O)c1ccccn1.Cl,208399.0,575.0,4
C=CCSC(C)(C)C(N)=O,95810.0,2000.0,4
C=CCSC(CC)(CC)C(=O)NC,48386.0,1000.0,4
C=CCSC(CC)(CC)C(N)=O,46428.0,891.0,4
C=CCSSSCC=C,16315.0,100.0,3
C=CCSc1ccc(-n2c(O)csc2=NC(=O)OC)c(NC(=O)CN(C)C)c1,9587932.0,1000.0,4
C=CCSc1n[nH]c(-c2ccncc2)n1,199043.0,2330.0,5
C=CCSc1nc2cc(Cc3ccccc3)ccc2[nH]1.Cl,3064798.0,960.0,4
C=CCSc1nc2ccc(NCn3nnnc3-c3ccccc3)cc2s1,54906.0,2000.0,4
C=CCSc1nnc(-c2ccccc2Cl)n1-c1ccccc1,3067432.0,1000.0,4
C=CCSc1nnc(-c2ccccc2O)n1-c1ccc(Br)cc1,3067440.0,1000.0,4
C=CCSc1nnc(-c2ccccc2O)n1-c1ccccc1,3067435.0,1000.0,4
C=CCSc1nnc(-c2ccccc2O)n1-c1ccccc1C,3067445.0,800.0,4
C=CC[Ge](CC)(CC)CC,61276.0,770.0,4
C=CC[N+](C)(C)CC(C)c1c(C)c(C(C)=O)n2ccccc12.[Br-],48287.0,2000.0,4
C=CC[N+](C)(C)CC=C.[Cl-],33286.0,1720.0,4
C=CC[N+]1(C)CCN(c2nc3ccc(O)cc3s2)CC1.[I-],3073142.0,300.0,3
C=CC[N+]1(CCC(C)CCCC(C)C)CCCCC1.[Br-],3034411.0,182.0,3
C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69.[Cl-].[Cl-],21158559.0,38.5,2
C=CC[n+]1ccc(-c2cc(C)no2)cc1.[Cl-],209728.0,602.0,4
C=CCc1c(O)c(CN(C)C)cc2c1OC(=O)CC2=C.Cl,5744348.0,1210.0,4
C=CCc1c(O)c(CN2CCN(CCO)CC2)cc2c1OC(=O)CC2=C.Cl.Cl,20144533.0,1950.0,4
C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O.Cl.Cl,19250.0,3950.0,5
C=CCc1cc(C(C)(C)C)ccc1OC(N)=O,206643.0,1000.0,4
C=CCc1cc(CN(CCOCC)Cc2cc(CC=C)cc(OC)c2O)c(O)c(OC)c1.[O-][Cl+3]([O-])([O-])O,3041520.0,66.0,3
C=CCc1cc(O)n(-c2ccc(S(N)(=O)=O)cc2)c1O,3049661.0,5000.0,5
C=CCc1cc(OC)c2c(c1)N(CC(O)CO)C(=O)C(C)O2,3040333.0,1500.0,4
C=CCc1cc2c(c(OC)c1OC)OCO2,10231.0,1000.0,4
C=CCc1ccc(C(C)(C)C)cc1OC(N)=O,3040322.0,2000.0,4
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,72300.0,2200.0,5
C=CCc1ccc(O)c(OC)c1,3314.0,3000.0,5
C=CCc1ccc(OC)cc1,8815.0,1250.0,4
C=CCc1ccc(OCC(=O)N(C)OC)c(OC)c1,56428.0,1745.0,4
C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,67538.0,840.0,4
C=CCc1ccc(OCC(=O)N(CC)OCC)c(OC)c1,56567.0,2100.0,5
C=CCc1ccc(OCc2nc3ccccc3c(=O)n2-c2ccccc2C)c(OC)c1,64098.0,1000.0,4
C=CCc1ccc2c(c1)OCO2,5144.0,2350.0,5
C=CCc1cccc(C(C)(C)C)c1OC(N)=O,206640.0,1000.0,4
C=CCc1ccccc1,9309.0,2900.0,5
C=CCc1ccccc1OCC(C)NCCOC(c1ccccc1)c1ccccc1.C=CCc1ccccc1OCC(C)NCCOC(c1ccccc1)c1ccccc1.O=C(O)C(=O)O,3046452.0,1600.0,4
C=CCc1ccccc1OCC(O)CNC(C)C.Cl,66368.0,184.0,3
C=CCn1c(=O)[nH]c(=O)n(CC=C)c1=O,94974.0,519.0,4
C=CCn1c(=O)c2[nH]c(C)nc2n(CC(C)C)c1=O,3067312.0,49.0,2
C=CCn1c(=O)c2[nH]c(C)nc2n(CCCC)c1=O,3067310.0,62.0,3
C=CCn1c(=O)c2c(ncn2C)n(C)c1=O,237430.0,191.0,3
C=CCn1c(=O)cc(N)n(CC)c1=O,3055395.0,1110.0,4
C=CCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,3061763.0,1000.0,4
C=CCn1c(=O)oc2ccc(Cl)cc21,32754.0,2000.0,4
C=CCn1c(=O)oc2ccccc21,25999.0,730.0,4
C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O,122560.0,2550.0,5
C=CCn1c(N)cc(=O)n(C)c1=O,81504.0,1240.0,4
C=CCn1c(N)cc(=O)n(CC)c1=O,12551.0,1300.0,4
C=CCn1c(O)c(C)oc1=O,10683.0,1300.0,4
C=CCn1c(O)c(CC(C)C)[nH]c1=S,3032361.0,785.0,4
C=CCn1c(O)ccc1O,200708.0,1200.0,4
C=CCn1c(O)csc1=O,217658.0,1000.0,4
C=CCn1c2c(c3ccccc31)C(CN)CCS2.CS(=O)(=O)O,3056104.0,400.0,4
C=CCn1cccc1C(N)=S,3063501.0,3000.0,5
C=CCn1ccnc1[N+](=O)[O-],202263.0,158.0,3
C=CCn1cnc(=O)c2ccccc21,63438.0,438.0,4
C=CCn1cnc2c1c(=O)n(C)c(=O)n2C,101446.0,315.0,4
C=CCn1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)nc1=O,3051989.0,1000.0,4
C=CN(C=C)S(=O)(=O)c1ccc(NC(C)=O)cc1,56270.0,10.0,2
C=CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3041151.0,1000.0,4
C=CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3041149.0,1000.0,4
C=COC(=O)C1C(C)=NC(C)(c2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,3075618.0,1500.0,4
C=COC(C)=O,7904.0,1600.0,4
C=COCCO,12995.0,2900.0,5
C=COCCOC(=O)C(=C)C,15105.0,3830.0,5
C=COCCOCC1CO1,204735.0,1250.0,4
C=COCCOCCO,13581.0,4450.0,5
C=COCCOCCOC=C,12998.0,2570.0,5
C=COCCn1c(CN2CCN(C)CC2)nc2ccccc21,3024503.0,698.0,4
C=COCCn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,3063494.0,3000.0,5
C=COCCn1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O,3069202.0,1000.0,4
C=COP(=O)(OCC)OC(CCl)c1cc(Cl)c(Cl)cc1Cl,3054551.0,1250.0,4
C=COc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,3067171.0,500.0,4
C=COc1ccc(CNC2CCc3cc(OCC)c(OCC)cc3C2)cc1O.Cl,3058523.0,400.0,4
C=CS(=O)(=O)COCS(=O)(=O)C=C,94374.0,50.0,2
C=CSC=C,12321.0,112.0,3
C=C[Si]12OCCN(CCO1)CCO2,74984.0,1750.0,4
C=Cc1c(C)c2[nH]c1=Cc1[n-]c(c(=CC)c1C)=Cc1[nH]c(c(C(=O)[O-])c1C)C(CC(=O)[O-])=C1N=C(C=2)C(C)C1CCC(=O)[O-].CC(C(=S)CCO)N(C=O)Cc1cnc(N)nc1N.O.[Co+2].[H+].[H+],3070968.0,3066.0,5
C=Cc1ccc(C)cc1,12161.0,1072.0,4
C=Cc1ccc(C)nc1,8817.0,775.0,4
C=Cc1cccc(C)n1,70735.0,510.0,4
C=Cc1ccccc1,7501.0,316.0,4
C=Cc1ccccn1,7521.0,420.0,4
C=Cc1ccncc1,7502.0,161.0,3
C=Cc1cnc([N+](=O)[O-])n1C,93215.0,480.0,4
C=Cc1cncc2c1CCOC2=O,354616.0,500.0,4
C=Cc1scnc1C,15654.0,400.0,4
C=Cn1c(C)cnc1[N+](=O)[O-],112814.0,75.0,3
C=Cn1c2ccccc2c2ccccc21,15143.0,50.0,2
C=Cn1cc(C(=O)O)c(=O)c2c3[nH]ncc3ccc21,3053394.0,5000.0,5
C=Cn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCNCC3)nc21,3058380.0,2000.0,4
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(N)C3)nc21,13402001.0,2000.0,4
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,3069215.0,2000.0,4
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC)C3)nc21,3069216.0,2000.0,4
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)nc21,3057928.0,354.0,4
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,3057927.0,4000.0,5
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21.Cl,3058379.0,2000.0,4
C=Cn1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O,11971464.0,1000.0,4
C=NC(CCC)(CCC)CCC,3049081.0,150.0,3
C=NN1C(C)(C)CCCC1(C)C,93827.0,396.0,4
C=O,712.0,42.0,2
C=O.COc1ccccc1O,51761.0,996.0,4
C=O.NC(N)=O.Oc1ccco1,3063290.0,1250.0,4
C=O.O=[As](O)(O)c1ccc(O)cc1,68716.0,4000.0,5
C=c1[nH]c(-c2ccccc2)c2c1=C(C)N(CC)C(=O)N2CC.Cl,3054113.0,250.0,3
C=c1[nH]c(-c2ccccc2)c2c1=C(c1ccccc1)N(CC)C(=O)N2.Cl,3046300.0,500.0,4
C=c1[nH]c(-c2ccccc2)c2c1=C(c1ccccc1)N(CC)C(=O)N2CC.Cl,3054115.0,250.0,3
C=c1[nH]cc(CO)c(=CNCc2c(CO)cnc(C)c2O)c1=O,826313.0,2200.0,5
C=c1[nH]cc(CO)c(=CNNC(=O)c2ccncc2)c1=O,135409539.0,4500.0,5
C=c1c(N)c(O)c2c(c1O)N1CC3C(N3C)C1(OC)C=2COC(N)=O,13116.0,88.66,3
C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O,5746.0,23.0,2
C=c1c(O)cc(C)c(O)c1=C,70291.0,200.0,3
C=c1c2c(O)c3c(O)c(C)c4c(c3c1OC(C)=O)=C(OCO4)C(C)=CC(C)(O)C(O)C(C)C(O)C(C(=O)OC)C(O)C(C)C(O)C(C)=CC=CC(C)C(=O)N2,135462992.0,2000.0,4
C=c1cc(O)c(=C)cc1O,8718.0,290.0,3
C=c1ccc(OCC(O)CNC(C)(C)C)c2c1=CCC(=O)O2.Cl,169786.0,676.0,4
CC#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1,71236.0,600.0,4
CC#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1.Cl,198708.0,194.0,3
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,5311181.0,100.0,3
CC#CN(C#CC)C(CCC)(CCC)CCC.Cl,47383.0,150.0,3
CC#Cc1cc(C)nc(Nc2ccccc2)n1,86296.0,5000.0,5
CC#N,6342.0,269.0,3
CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N.Cn1c(=O)c2[nH]cnc2n(C)c1=O,3038374.0,3650.0,5
CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,3002119.0,2200.0,5
CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,3002120.0,5000.0,5
CC(=C(CC[S+](C)[O-])SSC(CC[S+](C)[O-])=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,3038116.0,1500.0,4
CC(=C(OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1.O=[N+]([O-])O,3036590.0,4700.0,5
CC(=C(OCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1.O=[N+]([O-])O,3038105.0,1000.0,4
CC(=C([O-])O)c1ccc2oc(-c3ccc(Br)cc3)nc2c1.[Na+],23684808.0,1200.0,4
CC(=C([O-])O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1.[Na+],23684809.0,1200.0,4
CC(=C1N=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N2C1=O)N1CCN(C)CC1,3045850.0,1000.0,4
CC(=CC#N)OCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,6447654.0,300.0,3
CC(=CC(=O)NCCO)c1ccccc1,6434096.0,3200.0,5
CC(=CC(=O)O)C(=O)O,643798.0,2260.0,5
CC(=CC(=O)O)C1CCCCC1,71704.0,1925.0,4
CC(=CC(=O)O)CCC=C(C)C(=O)O,6375438.0,4000.0,5
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,446596.0,5000.0,5
CC(=CC(=O)OCCCCCCCCC(=O)[O-])CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O.CC(=CC(=O)OCCCCCCCCC(=O)[O-])CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O.O.O.[Ca+2],5282317.0,5000.0,5
CC(=CC(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,209158.0,2000.0,4
CC(=CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,3240588.0,1935.0,4
CC(=CC(=O)c1ccc(F)cc1)C(=O)O,3045055.0,1400.0,4
CC(=CC(=O)c1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,6446380.0,1000.0,4
CC(=CC=CN1CCC(c2ccccc2)CC1)C=[N+]1CCC(c2ccccc2)CC1.[Cl-],91107.0,750.0,4
CC(=CC=CN1CCCC(C)C1)C=[N+]1CCCC(C)C1.[Cl-],90859.0,50.0,2
CC(=CC=CN1CCCC1)C=[N+]1CCCC1.CC(=CC=CN1CCCC1)C=[N+]1CCCC1.O.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,6446694.0,500.0,4
CC(=CC=CN1CCCC1)C=[N+]1CCCC1.[O-][Cl+3]([O-])([O-])[O-],90853.0,200.0,3
CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1.CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1.O.O.O.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,6446710.0,500.0,4
CC(=CC=CN1CCCCC1)C=[N+]1CCCCC1.[Cl-],91105.0,100.0,3
CC(=CC=CN1CCCCCC1)C=[N+]1CCCCCC1.[Cl-],6434856.0,100.0,3
CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC=C(C)C1CC(=O)C(C)(C)O1,6434242.0,3700.0,5
CC(=Cc1ccc(Cc2cccnc2)cc1)C(=O)[O-].[Na+],23663937.0,1680.0,4
CC(=Cc1cccc(C(F)(F)F)c1)C(=O)NC1CC1,6435636.0,700.0,4
CC(=Cc1cccc(C(F)(F)F)c1)C(N)=O,6435640.0,800.0,4
CC(=Cc1ccccc1)C(=O)NCCO,6434095.0,1600.0,4
CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,1549120.0,3200.0,5
CC(=Cc1ccccc1)[N+](=O)[O-],1549520.0,1176.0,4
CC(=Cc1ccco1)[N+](=O)[O-],6434142.0,173.0,3
CC(=N)CC(N)=S,3034562.0,1000.0,4
CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,9570168.0,12.0,2
CC(=N)c1c2c(c(=O)n(C)c1O)CCCC2,55922.0,1000.0,4
CC(=N)c1c2c(c(OC(C)C)[nH]c1=O)CCC2,135959527.0,1000.0,4
CC(=N)c1c2c(c(OC(C)C)[nH]c1=O)CCCC2,55929.0,1000.0,4
CC(=N)c1c2c(c(OC(C)C)[nH]c1=O)CCCCC2,55931.0,1000.0,4
CC(=NC(=O)CN1CCCC1=NC#N)N(C)C,3074557.0,1000.0,4
CC(=NC(=O)c1ccco1)C(=O)NNC=CCc1ccc([N+](=O)[O-])o1,9570578.0,3200.0,5
CC(=NC1=CC(=O)CC(C)(C)C1)N(C)C,3076561.0,1000.0,4
CC(=NC1=CC(=O)CC(c2ccccc2)C1)N(C)C,3076562.0,1000.0,4
CC(=NN1CCOCC1)c1csc(-c2ccc([N+](=O)[O-])s2)n1,6507247.0,1600.0,4
CC(=NN=C(C)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O)C1(O)CC2=C(C(=O)c3c(c(O)c4cccc(O)c4c3O)C2=O)C(OC2CC(N)C(O)C(C)O2)C1.Cl.Cl,9578334.0,50.9,3
CC(=NNC(=O)CO)c1ccccc1Cl,5487238.0,585.0,4
CC(=NNC(=O)OC(C)(C)C)C1(O)C=C2C(=O)c3c(c(O)c4c(O)cccc4c3O)C(=O)C2C(OC2CC(N)C(O)C(C)O2)C1.Cl,9588595.0,33.3,2
CC(=NNC(=O)c1ccncc1)C(=O)O,14123.0,1040.0,4
CC(=NNC(=O)c1ccncc1)C(=O)[O-].CC(=NNC(=O)c1ccncc1)C(=O)[O-].[Ca+2],71468.0,1231.0,4
CC(=NNC(=O)c1ccncc1)C(=O)[O-].[Na+],23703279.0,1780.0,4
CC(=NNC(=S)N1CCOCC1)c1snc(C)c1Br,9570158.0,910.0,4
CC(=NNC(N)=O)c1ccc([N+](=O)[O-])o1,5354326.0,2000.0,4
CC(=NNC(N)=O)c1ccc2c(c1)C(CCl)c1cc(Cl)ccc1S2,9588023.0,750.0,4
CC(=NNC(N)=S)c1cc(C)ns1,9570154.0,110.0,3
CC(=NNC(N)=S)c1ccncc1,9561388.0,27.0,2
CC(=NNC(N)=S)c1ccns1,9570152.0,500.0,4
CC(=NNC(N)=S)c1ccsn1,5496445.0,500.0,4
CC(=NNC(N)=S)c1csnc1C,9570153.0,1330.0,4
CC(=NNC(N)=S)c1nscc1Br,9570157.0,1470.0,4
CC(=NNC(N)=S)c1snc(C)c1Br,9570144.0,70.0,3
CC(=NNc1ccc(C(C)(C)C)nn1)c1ccncc1,9577431.0,200.0,3
CC(=NNc1ccccc1)C(=NO)Nc1ccc(N(CCCl)CCCl)cc1.Cl,135770277.0,450.0,4
CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,9013425.0,542.0,4
CC(=NO)c1ccc(C)cc1,5385523.0,2000.0,4
CC(=NO)c1ccc(Cl)cc1,5462557.0,2000.0,4
CC(=NO)c1ccc(F)cc1,5382861.0,1500.0,4
CC(=NO)c1ccc(OCC(=O)N2CCC(C)CC2)cc1,9578460.0,1600.0,4
CC(=NO)c1ccc(OCC(=O)N2CCCC2)cc1,9570558.0,1600.0,4
CC(=NO)c1ccc(OCC(=O)N2CCCCC2)cc1,35755.0,1000.0,4
CC(=NO)c1ccc(OCC(=O)N2CCCCCC2)cc1,6514010.0,700.0,4
CC(=NO)c1ccc(OCC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,9578453.0,1600.0,4
CC(=NO)c1ccc(OCC(=O)N2CCOCC2)cc1,9570461.0,800.0,4
CC(=NO)c1ccc(OCC(=O)NC2CCCC2)cc1,9554234.0,1600.0,4
CC(=NO)c1ccc(OCC(=O)NC2CCCCC2)cc1,9554233.0,1600.0,4
CC(=NO)c1ccccc1,5464950.0,2000.0,4
CC(=NO)c1cccs1,5324550.0,1200.0,4
CC(=NOC(=O)N(C)C(=O)CCl)SCCC#N,9570470.0,200.0,3
CC(=NOC(=O)NC(=O)CCl)SCCC#N,9570468.0,200.0,3
CC(=NOC(N)=O)SCCC#N,9570447.0,25.0,2
CC(=NOCC(=O)N(CCN1CCOCC1)c1ccccc1)c1ccc(N)cc1,9570788.0,800.0,4
CC(=NOCC(=O)N1CCN(C)CC1)c1ccccc1,6518112.0,700.0,4
CC(=NOCC(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1)c1ccccc1,9570566.0,1650.0,4
CC(=NOCC(=O)N1CCOCC1)c1ccc(N)cc1,9570568.0,1400.0,4
CC(=NOCC(=O)N1CCOCC1)c1ccccc1,6518110.0,1720.0,4
CC(=NOCC(=O)NCCN1CCOCC1)c1ccccc1,6518108.0,750.0,4
CC(=NOCC(=O)O)c1ccc(N)cc1,6507931.0,2000.0,4
CC(=NOCC(=O)O)c1ccccc1,6391493.0,2000.0,4
