smiles,cid,rat_vo,GHS_Category
CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OP(=O)(O)O)cc1)c1ccc(C(C)C)cc1,3034829.0,785.0,4
CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,3033767.0,4500.0,5
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,2733526.0,4100.0,5
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,2733525.0,1190.0,4
CCC(=CC(=NO)C(N)=O)C(C)[N+](=O)[O-],6413529.0,651.0,4
CCC(=O)C(C)=O,11747.0,3000.0,5
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4095.0,86.0,3
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,14184.0,30.0,2
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,19607.0,780.0,4
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1.Cl,80069.0,215.0,3
CCC(=O)C=CC=C(C)CCC=C(C)C,94373.0,5000.0,5
CCC(=O)C=Cc1ccc(OC)cc1,5803450.0,5000.0,5
CCC(=O)CC,7288.0,2140.0,5
CCC(=O)CC(C)CC,7822.0,3500.0,5
CCC(=O)CCC1C(C)=CCCC1(C)C,109420.0,5000.0,5
CCC(=O)N(c1ccccc1)C1CCN(CCCC(=O)c2ccc(F)cc2)C2CCCCC21,3058902.0,350.0,4
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,3345.0,18.0,2
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,13810.0,18.0,2
CCC(=O)N(c1ccccc1)C1CCN2CC(c3ccccc3)c3ccccc3C2C1.Cl,3058901.0,300.0,3
CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1.O=C(O)C=CC(=O)O,6433584.0,1289.0,4
CCC(=O)N=C(OC)C(=O)OC,156893.0,2091.0,5
CCC(=O)NP(=O)(OC)SC,207725.0,1000.0,4
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4933.0,367.0,4
CCC(=O)Nc1ccc2[nH]c(C(F)(F)F)nc2c1,198655.0,8.919,2
CCC(=O)Nc1cccc(OC(=O)NC)c1,28770.0,1000.0,4
CCC(=O)Nc1ncc(Cl)s1,26285.0,316.0,4
CCC(=O)O,1032.0,2600.0,5
CCC(=O)OC,11124.0,5000.0,5
CCC(=O)OC(=O)CC,31263.0,2360.0,5
CCC(=O)OC(C)(C)C1CC=C(C)CC1,62328.0,5000.0,5
CCC(=O)OC(C)(C)Cc1ccccc1,105595.0,5000.0,5
CCC(=O)OC(CC)(c1ccccc1)C1CCN(C)C1.O=C(O)C=CC(=O)O,6444820.0,460.0,4
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,12715.0,562.5,4
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.Cl,15424.0,84.0,3
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1,8042735.5,970.0,4
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,28332.0,647.0,4
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,6918178.0,15.0,2
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,32798.0,3000.0,5
CCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,63045.0,4000.0,5
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3C(O)CC21C,63019.0,2000.0,4
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,444036.0,2000.0,4
CCC(=O)OC1(c2ccccc2)CCN(C)C1C,19514.0,253.0,3
CCC(=O)OC1(c2ccccc2)CCN(C)C1C.Cl,3032452.0,253.0,3
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C.Cl,120737.0,90.0,3
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC.Cl,112532.0,175.0,3
CCC(=O)OC1=C(OC(=O)CC)C(=O)OC1=O,22096.0,5000.0,5
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,71277.0,5000.0,5
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,441371.0,1447.0,4
CCC(=O)OC1C=C2CCC3C(CCC4(C)C(OC(=O)CC)CCC34)C2CC1,443979.0,3500.0,5
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,5282188.0,5000.0,5
CCC(=O)OC1CC2CC1C1CC=CC21,86579.0,5000.0,5
CCC(=O)OC1CCC(N2CCCCC2)CC1,200339.0,1980.0,4
CCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,5995.0,1000.0,4
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC21C,636374.0,3593.0,5
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,21700.0,3750.0,5
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,21800.0,4000.0,5
CCC(=O)OCC=Cc1ccccc1,5355850.0,3400.0,5
CCC(=O)OCCC(C)C,7772.0,5.0,1
CCC(=O)OCCC(C)CCC=C(C)C,8834.0,5000.0,5
CCC(=O)OCCCc1ccccc1,61052.0,5000.0,5
CCC(=O)OCCOc1ccccc1,31954.0,4400.0,5
CCC(=O)OCCc1ccccc1,31225.0,4000.0,5
CCC(=O)OCc1ccc(OC)cc1,61417.0,3330.0,5
CCC(=O)OCc1ccccc1,31219.0,3300.0,5
CCC(=O)[O-].CCC(=O)[O-].CCCC[Sn+2]CCCC,16683938.0,70.9,3
CCC(=O)[O-].CCC(=O)[O-].[Ca+2],19999.0,3920.0,5
CCC(=O)[O-].CCC(=O)[O-].[Cd+2],197953.0,300.0,3
CCC(=O)c1c(O)cc(O)cc1O,3362.0,2380.0,5
CCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,126522.0,138.0,3
CCC(=O)c1ccc(N)cc1,6270.0,177.0,3
CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,102555.0,1637.0,4
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2.O=C(O)C=CC(=O)O,5702109.0,500.0,4
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,24352.0,500.0,4
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,123393.0,600.0,4
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6447985.0,600.0,4
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6433356.0,162.0,3
CCC(=O)c1ccccc1,7148.0,4490.0,5
CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,61791.0,141.0,3
CCC(Br)(CC)C(=O)NC(N)=O,6488.0,316.0,4
CCC(Br)(CC)C(=O)OCC(Br)(Br)Br,44839.0,2500.0,5
CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12.Cl,39782.0,800.0,4
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,5360807.0,122.0,3
CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,214738.0,326.0,4
CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,1999.0,2483.0,5
CCC(C(=O)NC(N)=O)c1ccccc1,72060.0,2063.0,5
CCC(C(=O)O)C1(O)CCCCC1,72065.0,4820.0,5
CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,65452.0,18.5,2
CCC(C(=O)O)c1ccc(CC(C)C)cc1,41643.0,1600.0,4
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,107641.0,373.0,4
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,28891.0,4164.0,5
CCC(C(=O)Oc1cc(C)ccc1C(C)C)c1ccc(-c2ccccc2)cc1,209911.0,2000.0,4
CCC(C(=O)Oc1ccccc1OC)c1ccc(-c2ccccc2)cc1,209908.0,2000.0,4
CCC(C(=O)c1ccc2[nH]c(=O)ccc2c1)N1CCN(c2cccc(Cl)c2)CC1,3067078.0,500.0,4
CCC(C(O)c1ccc2[nH]c(=O)ccc2c1)N1CCN(c2cccc(Cl)c2)CC1,3067108.0,500.0,4
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],8331.0,300.0,3
CCC(C)(C#N)N=NC(C)(C#N)CC,93079.0,982.0,4
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,54454.0,4438.0,5
CCC(C)(C)C1CC=C(c2c(O)c(O)c3ccccc3c2O)CC1,3086349.0,2000.0,4
CCC(C)(C)C1CCC(=O)CC1,27941.0,4700.0,5
CCC(C)(C)CO,14454.0,2330.0,5
CCC(C)(C)N=C(N)NC#N,14211.0,300.0,3
CCC(C)(C)N=C(NC#N)Nc1cccnc1,43345.0,14.0,2
CCC(C)(C)NC(=O)c1cnc2cccc(C)n2c1=O,3079282.0,250.0,3
CCC(C)(C)O,6405.0,1000.0,4
CCC(C)(C)OC,61247.0,1602.0,4
CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,71884.0,5000.0,5
CCC(C)(C)OO,76962.0,864.0,4
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,6610.0,2000.0,4
CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,27571.0,75.0,3
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,8455.0,330.0,4
CCC(C)(C)c1ccc(O)cc1,6643.0,1830.0,4
CCC(C)(C)c1ccc(OCCCCN)c(C(C)(C)CC)c1,104033.0,800.0,4
CCC(C)(C)c1ccc(OP(=O)(NC)OC)c(Cl)c1,78244.0,50.0,2
CCC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,122909.0,1600.0,4
CCC(C)(CC)C(=O)O,29846.0,500.0,4
CCC(C)(CC)C(=O)OCC(C)C,94707.0,500.0,4
CCC(C)(CC)c1cc(N)on1,92402.0,144.0,3
CCC(C)(CC)c1ccc(NC(=O)c2c(OC)cccc2OC)nn1,158169.0,500.0,4
CCC(C)(N)C#N,15576830.0,74.0,3
CCC(C)(O)C#CC(C)(O)CC,6546.0,1400.0,4
CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,56840806.0,800.0,4
CCC(C)(O)CC,6493.0,710.0,4
CCC(C)(O)CCCC(C)C,6548.0,5000.0,5
CCC(C)(O)CCc1ccccc1,61516.0,2950.0,5
CCC(C)(O)Cc1ccccc1,101135.0,4000.0,5
CCC(C)(O)c1ccccc1,15283.0,1400.0,4
CCC(C)(OO)OOC(C)(CC)OO,3672772.0,484.0,4
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,2787.0,4000.0,5
CCC(C)(Oc1ccc(Cl)cc1)C(=O)OC1CC(C)CC(C)(C)C1,3045126.0,5000.0,5
CCC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,213503.0,2020.0,5
CCC(C)=CCCC(C)=CC#N,112446.0,2600.0,5
CCC(C)=NCCCCCCN=C(C)CC,37568.0,890.0,4
CCC(C)=NO,5324276.0,930.0,4
CCC(C)=O,6569.0,2737.0,5
CCC(C)C(=O)O,8314.0,1870.0,4
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,8931.0,5.0,1
CCC(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,442151.0,1213.0,4
CCC(C)C(=O)OC1CC(C)CCC1C(C)C,27868.0,5000.0,5
CCC(C)C(=O)OC1CCC2(C)C3CC(O)C4C5(O)C(CC42OC13O)C1CN2CC(C)CCC2C(C)(O)C1C(O)C5OC(=O)C(C)(O)CC,45690.0,30.0,2
CCC(C)C(=O)OCCc1ccccc1,520148.0,5000.0,5
CCC(C)C(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12.Cl,3039543.0,800.0,4
CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1.COS(=O)(=O)[O-],71367.0,720.0,4
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],7010.0,1260.0,4
CCC(C)C(C)(COC(N)=O)COC(N)=O,6151.0,1160.0,4
CCC(C)C(C)C=O,61917.0,3540.0,5
CCC(C)C(C)CCOC(C)=O,22833465.0,5000.0,5
CCC(C)C(C)CO,25006.0,2380.0,5
CCC(C)C(CC)C(N)=O,20140.0,760.0,4
CCC(C)C(CN(C)C)c1cc(F)ccc1OC,214093.0,300.0,3
CCC(C)C(CN(C)C)c1ccc(Cl)cc1Cl,215293.0,567.0,4
CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,214143.0,454.0,4
CCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],23690439.0,78.0,3
CCC(C)C1CCCCC1=O,61771.0,2400.0,5
CCC(C)C1NC(=O)C(C(C)=O)=C1[O-].[Na+],23674500.0,168.0,3
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,439302.0,20.52,2
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCCCCC(C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,20057048.0,10.0,2
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2.COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,6435890.0,10.0,2
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2.COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(CCC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,6435110.0,10.0,2
CCC(C)CC(C)C=C(C)C1OC(c2c(O)c(C3C(O)C(O)C(O)C3O)cn(C)c2=O)CC=C1C,54691486.0,5.0,1
CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1,94138.0,2400.0,5
CCC(C)CCC(C)(CC)OC(C)=O,108506.0,5000.0,5
CCC(C)CCC(C)(O)CC,9027.0,5000.0,5
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,197072.0,910.0,4
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O,73090.0,121.0,3
CCC(C)Cl,6563.0,20.0,2
CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,47845.0,88.7,3
CCC(C)N,3369313.5,266.0,3
CCC(C)N(C(=O)c1c(Cl)cccc1Cl)C(C)CC,214195.0,1450.0,4
CCC(C)N.Cl,24873.0,4600.0,5
CCC(C)N.O=C(O)O,3046282.0,1510.0,4
CCC(C)N.O=P(O)(O)O,147283.0,1770.0,4
CCC(C)N1C(=O)c2ccccc2C1=O,95380.0,1100.0,4
CCC(C)NC(=S)C(=S)NC(C)CC,3032825.0,6.0,2
CCC(C)NCC(O)c1ccc(N)cc1,40983.0,650.0,4
CCC(C)NP1(=S)OCc2cc([N+](=O)[O-])ccc2O1,3076152.0,125.0,3
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],36565.0,2500.0,5
CCC(C)Nc1ccc(NC(C)CC)cc1,7589.0,148.0,3
CCC(C)O,6568.0,2193.0,5
CCC(C)OC(C)=O,7758.0,3200.0,5
CCC(C)OC(CBr)c1ccc(Cl)cc1,30612.0,250.0,3
CCC(C)OC(CBr)c1cccc(Cl)c1,30563.0,250.0,3
CCC(C)OC(CBr)c1ccccc1,30561.0,250.0,3
CCC(C)OC(C[n+]1ccccc1)c1ccc(Cl)cc1.[Br-],210513.0,250.0,3
CCC(C)OC(C[n+]1ccccc1)c1cccc(Cl)c1.[Br-],210515.0,250.0,3
CCC(C)OC(C[n+]1ccccc1)c1ccccc1.[Br-],205302.0,250.0,3
CCC(C)OCCO,111036.0,790.0,4
CCC(C)OP(=S)(CC)OC,198219.0,7.0,2
CCC(C)OP(=S)(OC)OC,168622.0,26.6,2
CCC(C)c1c(O)ccc([N+](=O)[O-])c1[N+](=O)[O-].Clc1ccc(OCCOP(OCCOc2ccc(Cl)cc2Cl)OCCOc2ccc(Cl)cc2Cl)c(Cl)c1,3032543.0,850.0,4
CCC(C)c1cc(OC(=O)NC)ccc1C,13917.0,35.0,2
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,6950.0,25.0,2
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.OCCN(CCO)CCO,22929.0,37.0,2
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,10234.0,58.0,3
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,13783.0,59.0,3
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],43707.0,108.0,3
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)SC,21487.0,200.0,3
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,17776.0,60.0,3
CCC(C)c1ccc(Cl)c(OC(=O)NC)c1,18014.0,50.0,2
CCC(C)c1ccc(O)cc1,7453.0,2450.0,5
CCC(C)c1ccc(OC(=O)NC)cc1,58007.0,44.0,2
CCC(C)c1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1,214948.0,1109.0,4
CCC(C)c1ccc2ncccc2c1,103401.0,1020.0,4
CCC(C)c1cccc(OC(=O)NC)c1,12655.0,10.0,2
CCC(C)c1ccccc1,8680.0,2240.0,5
CCC(C)c1ccccc1O,6984.0,320.0,4
CCC(C)c1ccccc1OC(=O)NC,19588.0,350.0,4
CCC(C)c1ccccc1OC(N)=O,43522.0,410.0,4
CCC(C)c1cnc2nc(N)nc(N)c2c1C,134640.0,100.0,3
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,9411.0,641.0,4
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O.CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,165707.0,3033.0,5
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,6917738.0,320.0,4
CCC(C=O)CC,7359.0,3980.0,5
CCC(CC(C)CC)=NO,90787.0,3800.0,5
CCC(CC)(C(=O)O)c1cccc2ccccc12,14144.0,1080.0,4
CCC(CC)(CO)CO,8284.0,850.0,4
CCC(CC)C(=O)N=C(Cc1ccc(OC)cc1)C(=O)O,6433540.0,4000.0,5
CCC(CC)C(=O)O,6915.0,2200.0,5
CCC(CC)C(=O)OC(C)C(Cl)(Cl)Cl,44838.0,2000.0,4
CCC(CC)C(=O)OCC(Br)(Br)Br,44848.0,4000.0,5
CCC(CC)C(=O)OCC(C)C,95554.0,500.0,4
CCC(CC)C(=O)OCC(Cl)(Cl)Cl,20156.0,900.0,4
CCC(CC)C(C)(CC)OP(=S)(OO)OP(=O)(O)O.CCOOP(=S)(OC(C)C)OP(=O)(OC(C)C)OC(C)C,216474.0,265.0,3
CCC(CC)CN,12049.0,390.0,4
CCC(CC)CO,7358.0,1850.0,4
CCC(CC)COCCC#N,82476.0,2460.0,5
CCC(CC)COCCC(=O)O,61493.0,3730.0,5
CCC(CC)COCCO,20548.0,1910.0,4
CCC(CC)COCCOC(=O)CCC(=O)OCCOCC(CC)CC,117614.0,3300.0,5
CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC,24628.0,3250.0,5
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],38479.0,1050.0,4
CCC(CC)c1cccc(OC(=O)NC)c1.CCCC(C)c1cccc(OC(=O)NC)c1.CCCC(C)c1cccc(OC(=O)NC)c1.CCCC(C)c1cccc(OC(=O)NC)c1,69882442.0,61.0,3
CCC(CCN(CC=C(C)C)CC=C(C)C)(C(N)=O)c1cccc2ccccc12.Cl,3039547.0,283.0,3
CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,121035.0,148.0,3
CCC(CO)CC(C)C,7821.0,4290.0,5
CCC(CO)N=C(O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.O=C(O)C=CC(=O)O,5281072.0,93.0,3
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,8226.0,93.0,3
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1.O=C(O)C=CC(=O)O,5281073.0,200.0,3
CCC(CO)NCCNC(CC)CO,14052.0,998.0,4
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.O=C(O)C=CC(=O)O,5388977.0,5000.0,5
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1.Cl.Cl,44144422.0,1500.0,4
CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)[O-].[Na+],23684816.0,4033.0,5
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3735.0,1540.0,4
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)[O-].[Na+],23669441.0,2986.0,5
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,7315.0,2000.0,4
CCC(Cl)(CC)C(=O)OCC(Cl)(Cl)Cl,44841.0,2000.0,4
CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12.Cl,16219912.0,2600.0,5
CCC(O)(CC)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3069702.0,2000.0,4
CCC(O)(CC)c1[nH]ncc1Cl,3062841.0,236.0,3
CCC(O)(COC(N)=O)c1ccccc1,5752.0,607.0,4
CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,41870.0,2235.0,5
CCC(O)C(c1ccccc1)N1CCN(CCOc2ccccc2C)CC1.Cl.Cl,3050046.0,700.0,4
CCC(O)CC,11428.0,1870.0,4
CCC(O)OC(C)(C)C,3036818.0,2525.0,5
CCC(O)OCc1c(Cl)ccc(Cl)c1Cl,214815.0,3160.0,5
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,39371.0,29.0,2
CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1.Cl,11639413.0,44.0,2
CCC(OC(N)=O)c1ccccc1Cl,15534.0,710.0,4
CCC(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1.Cl,26733.0,446.0,4
CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)O,625983.0,3200.0,5
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O.c1ccc(CNCc2ccccc2)cc1,24846552.0,5000.0,5
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[K+],23682190.0,5000.0,5
CCC(SC(C)=NOC(=O)NC)C(N)=O,9554020.0,14.1,2
CCC([O-])=c1c(O)cc(=C(O)O)cc1O.CCC([O-])=c1c(O)cc(=C(O)O)cc1O.[Ca+2],86384.0,5000.0,5
CCC(c1ccc(O)cc1)C(C#N)c1ccc(O)cc1,101531.0,3500.0,5
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,192197.0,2000.0,4
CCC(c1ccc(OP(=O)([O-])O)cc1)C(CC)c1ccc(OP(=O)(O)O)cc1.[Na+],23681641.0,2000.0,4
CCC(c1cccc(O)c1)C(CC)c1cccc(O)c1,6917687.0,3000.0,5
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,54680692.0,200.0,3
CCC(c1ccccc1)c1noc(CCN(CC)CC)n1.O=C(O)CC(O)(CC(=O)O)C(=O)O,8589.0,1400.0,4
CCC.c1ccc(-c2ccccc2)cc1,20259910.0,4570.0,5
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,18079.0,75.0,3
CCC1(C)C(=O)N(CC2CO2)C(=O)N1CC1CO1,27204.0,250.0,3
CCC1(C)CC(=O)NC1=O,3291.0,1820.0,4
CCC1(C)COC(Cn2cncn2)(c2cc3ccccc3o2)OC1,3062607.0,1000.0,4
CCC1(C)OCCO1,61067.0,2830.0,5
CCC1(C)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1,211387.0,94.0,3
