smiles,cid,rat_vo,GHS_Category
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,9565.0,3100.0,5
COCCOc1cnc([N-]S(=O)(=O)c2ccccc2)nc1.[Na+],23672378.0,2850.0,5
COCCOc1nnc(CSP(=S)(OC)OC)s1,217075.0,310.0,4
COCCSCCO,33163.0,13.0,2
COCC[Hg+].COCC[Hg+].O=[Si]([O-])[O-],16683019.0,1140.0,4
COCC[Hg+].[O-][Si](O)(O)O,31427.0,1140.0,4
COCC[Hg]Cl,12521357.0,22.0,2
COCCc1ccc(OCC(O)CNC(C)C)cc1,4171.0,3470.0,5
COCCc1ccccc1,19089.0,4100.0,5
COCCn1c(O)c2c(c1O)C1C(C(O)(c3ccccc3)c3ccccn3)=CC2C1=C(c1ccccc1)c1ccccn1,3037948.0,9.0,2
COCN(C)N=O,38358.0,700.0,4
COCNC(=O)CSP(=S)(OC)OC,216064.0,600.0,4
COCOC1CCCCCCCCCCC1,162061.0,5000.0,5
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)[O-])c(C(C)C)nc1=C(C)C.[Na+],23663992.0,416.0,4
COCc1c(CO)cnc(C)c1O.Cl,76580.0,2150.0,5
COCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)[nH]c2ncnn12,135744249.0,300.0,3
COCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)cc1,36819.0,900.0,4
CON(C(=O)CSP(=S)(OC)OC)C(C)C,76073.0,260.0,3
CON(C(=O)c1cc(C)oc1C)C1CCCCC1,43359.0,3780.0,5
CON(C)C(=O)C=C(C)OP(=O)(OC)OC,6438039.0,2.0,1
CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC,111998.0,14.0,2
CON(C)C(=O)Nc1cc(C(C)(C)C)ns1,163650.0,500.0,4
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,25912.0,2150.0,5
CON(C)C(=O)Nc1ccc(Br)cc1,18290.0,2000.0,4
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,9502.0,1146.0,4
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1.COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,3063456.0,5000.0,5
CON(C)C(=O)Nc1ccc(Cl)cc1,15629.0,1800.0,4
CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,6438164.0,161.0,3
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CSC12)c1csc(N)n1.Cl,5489410.0,2000.0,4
CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)ON=C(C(=O)N(C)C)C(C)=NOC)C(=O)N(C)C,13272105.0,25.2,2
CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)C(=O)N(C)C,13272102.0,23.8,2
CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)N(C)C,56843410.0,10.0,2
CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)Oc1cccc2ccccc12)C(=O)N(C)C,56843409.0,160.0,3
CON=C(C)C(=NOC(=O)N(C)SSC(C)(C)C)C(=O)N(C)C,56843408.0,20.0,2
CON=C(C)C(=NOC(=O)N(C)Sc1ccc(C(C)(C)C)cc1)C(=O)N(C)C,56843372.0,30.0,2
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,6023583.0,1705.0,4
CON=CC1=CCCN(C(=O)Oc2ccc(C(C)C)cc2)C1,9588811.0,1000.0,4
CON=CC1=CCCN(C(=O)Oc2ccc(Cl)cc2)C1,9571042.0,1000.0,4
CON=CC1=CCCN(C)C1.Cl,9571001.0,300.0,3
CON=CC1=CCCN(O)C1.Cl,9588853.0,20.0,2
CON=CC1=CCCN(OC(=O)Nc2ccc(Cl)cc2)C1,9588824.0,500.0,4
CON=CC1=CCCNC1.Cl,9578335.0,12.0,2
CON=Cc1ccc(OCC(O)(Cn2cncn2)C(C)(C)C)cc1,9577943.0,921.0,4
COP(=O)(N=C1SCC(C)S1)OC,6507120.0,35.0,2
COP(=O)(N=C1SCCN1C)SC,21128679.0,1.47,1
COP(=O)(NC(=O)C(C)C)SC,207726.0,500.0,4
COP(=O)(NC(=O)C(Cl)Cl)SC,207728.0,500.0,4
COP(=O)(NC(=O)CCCCl)SC,3041611.0,3.0,1
COP(=O)(NC(C)=O)SC,1982.0,700.0,4
COP(=O)(NC=O)SC,3041608.0,190.0,3
COP(=O)(OC)C(O)(C(F)F)C(F)F,120384.0,9.0,2
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,5853.0,450.0,4
COP(=O)(OC)C(OC(=O)CCl)C(Cl)(Cl)Cl,53149.0,344.0,4
COP(=O)(OC)C(OC(C)=O)=C(Cl)Cl,77110.0,300.0,3
COP(=O)(OC)OC,10541.0,840.0,4
COP(=O)(OC)OC(=C(Br)Br)c1ccc(Cl)cc1Cl,3039063.0,180.0,3
COP(=O)(OC)OC(=C(Cl)Br)c1ccc(Cl)cc1Cl,3040763.0,107.0,3
COP(=O)(OC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,214111.0,109.0,3
COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl,6107844.0,225.0,3
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2649103.5,2240.0,5
COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,6439683.0,3790.0,5
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,6433329.0,97.5,3
COP(=O)(OC)OC(Br)C(Br)(Br)Br,218564.0,184.0,3
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,4420.0,92.0,3
COP(=O)(OC)OC(C)=CC(=O)N(C)C,5371560.0,13.0,2
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,5371578.0,38.4,2
COP(=O)(OC)OC(C)=CC(=O)OCc1ccc(Cl)cc1,6433360.0,139.0,3
COP(=O)(OC)OC(C)=CC(=O)OCc1ccccc1,6433342.0,56.0,3
COP(=O)(OC)OC(C)=CC(=O)Oc1ccc(C)cc1,6434820.0,176.0,3
COP(=O)(OC)OC(Cl)C(Cl)(Br)Br,115796.0,49.0,2
COP(=O)(OC)OC(Cl)C(Cl)(Cl)Cl,107183.0,14.0,2
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,60910.0,3200.0,5
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,76968699.0,96.0,3
COP(=O)(OC)OC=C(Br)Br,218562.0,253.0,3
COP(=O)(OC)OC=C(Cl)Cl,3039.0,17.0,2
COP(=O)(OC)OC=C(Cl)Cl.COP(=O)([O-])OC=C(Cl)Cl.COP(=O)([O-])OC=C(Cl)Cl.[Ca+2],165495.0,156.0,3
COP(=O)(OC)OCCNC(=O)C=C(C)Cl,6437811.0,37.0,2
COP(=O)(OC)OCNC(=O)C=C(C)Cl,6438105.0,33.0,2
COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O,116440.0,70.0,3
COP(=O)(OC)OP(=O)(OC)OC,120330.0,1.7,1
COP(=O)(OC)Oc1cc(C)n(C)c(=O)c1,161398.0,2.91,1
COP(=O)(OC)Oc1ccc(Cl)cc1Cl,80268.0,50.0,2
COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,26449.0,30.0,2
COP(=O)(OC)Oc1ccc(SC)cc1,18621.0,7.0,2
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,16738.0,24.0,2
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,75267.0,10.0,2
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,13708.0,3.27,1
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,21805.0,869.0,4
COP(=O)(OC)SC,9039.0,15.0,2
COP(=O)(OC)SC(C)(C)C,3061885.0,63.4,3
COP(=O)(OC)SC(C)C,198588.0,108.0,3
COP(=O)(OC)SC(CC(=O)OC(C)C)C(=O)OC(C)C,107158.0,120.0,3
COP(=O)(OC)SC(P(=O)(OC)OC)=P(OC)(OC)OC,3047934.0,38.0,2
COP(=O)(OC)SC1CCCCC1.COP(=S)(OC)OC1CCCCC1,3071448.0,630.0,4
COP(=O)(OC)SCC(Cl)(Cl)Cl,74673.0,150.0,3
COP(=O)(OC)SCCSC,17423.0,20.0,2
COP(=O)(OC)SCCSP(=O)(OC)OC,94438.0,78.0,3
COP(=O)(OC)SCN1C(=O)c2ccccc2C1=O,77323.0,50.0,2
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,71482.0,1180.0,4
COP(=O)(OC)Sc1ccc(Cl)cc1,76818.0,100.0,3
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,77439.0,42.9,2
COP(=O)(OC)c1ccccc1,75234.0,450.0,4
COP(=O)(OC1CCCCC1)SC,219001.0,240.0,3
COP(=O)(OC1CCCCC1)Sc1ccc(Cl)cc1,75368.0,160.0,3
COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,32765.0,118.0,3
COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC,18763.0,315.0,4
COP(=O)(Oc1ccc([N+](=O)[O-])c(Cl)c1)SC,23616904.0,100.0,3
COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br,102889.0,500.0,4
COP(=O)(SC(C)C)SC(C)C,175840.0,119.0,3
COP(=O)(SC)N(C)C(C)=O,3041609.0,2000.0,4
COP(=O)(SC)SC,31435.0,26.0,2
COP(=O)(SC)c1ccccc1,156887.0,55.3,3
COP(=O)([O-])OC.C[n+]1ccc(-c2cc[n+](C)cc2)cc1,30437.0,280.0,3
COP(=S)(Cl)Cl,17303.0,215.0,3
COP(=S)(Cl)OC,17304.0,540.0,4
COP(=S)(N=C1SCCS1)OC,77121.0,10.0,2
COP(=S)(NC(=S)N(C)CCO)OC,3034297.0,12.0,2
COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],100524.0,309.0,4
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,9299.0,270.0,3
COP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,85148.0,50.0,2
COP(=S)(OC)C(C(=O)O)c1ccccc1,216656.0,4500.0,5
COP(=S)(OC)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,34334.0,150.0,3
COP(=S)(OC)OC,9038.0,562.0,4
COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,6436112.0,111.0,3
COP(=S)(OC)OC(C)(C)C1CC=C(C)CC1,205680.0,250.0,3
COP(=S)(OC)OC1C2(C)CCC(C2)C1(C)C,205683.0,250.0,3
COP(=S)(OC)OC1CC(C)CCC1C(C)C,205682.0,750.0,4
COP(=S)(OC)OC1CCCCC1,170936.0,2900.0,5
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,91664.0,5000.0,5
COP(=S)(OC)Oc1cc(C(C)C)ccc1C,203709.0,750.0,4
COP(=S)(OC)Oc1cc(C)c(Cl)cc1C(C)C,205623.0,500.0,4
COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,66128.0,1000.0,4
COP(=S)(OC)Oc1cc(C)ccc1C(C)C,203702.0,750.0,4
COP(=S)(OC)Oc1cc(C)n(C)c(=O)c1,161356.0,0.812,1
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,16422.0,1600.0,4
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,9298.0,625.0,4
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,28935.0,2330.0,5
COP(=S)(OC)Oc1cc(Cl)c([N+](=O)[O-])c(Cl)c1,3039446.0,750.0,4
COP(=S)(OC)Oc1ccc(C#N)c(C)c1,21128304.0,1000.0,4
COP(=S)(OC)Oc1ccc(C#N)cc1,17522.0,215.0,3
COP(=S)(OC)Oc1ccc(C#N)cc1C,3059191.0,500.0,4
COP(=S)(OC)Oc1ccc(C#N)cc1Cl,116078.0,100.0,3
COP(=S)(OC)Oc1ccc(Cl)c([N+](=O)[O-])c1,201362.0,500.0,4
COP(=S)(OC)Oc1ccc(Cl)cc1C#N,167771.0,1000.0,4
COP(=S)(OC)Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,79914.0,1500.0,4
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,5859.0,28.0,2
COP(=S)(OC)Oc1ccc(S(=O)(=O)c2ccc(OP(=S)(OC)OC)cc2)cc1,70897.0,2000.0,4
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,19578.0,125.0,3
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,8293.0,160.0,3
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3346.0,180.0,3
COP(=S)(OC)Oc1ccc(SC)cc1,165070.0,10.0,2
COP(=S)(OC)Oc1ccc(SSc2ccc(OP(=S)(OC)OC)cc2)cc1,76886.0,12.0,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,212485.0,250.0,3
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,5392.0,1000.0,4
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,120223.0,250.0,3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,31200.0,250.0,3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,10372.0,285.0,3
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(SC(C)C)c1,88176.0,1140.0,4
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4130.0,6.01,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,17168.0,284.0,3
COP(=S)(OC)Oc1ccc([S+](C)[O-])c(C)c1,19577.0,125.0,3
COP(=S)(OC)Oc1ccc2c(C)cc(=O)oc2c1,79901.0,15.6,2
COP(=S)(OC)Oc1cnc2ccccc2n1,202963.0,900.0,4
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,21803.0,1828.0,4
COP(=S)(OC)SC,18065.0,15.0,2
COP(=S)(OC)SC(C(=O)OC(C)C)c1ccccc1,26570.0,205.0,3
COP(=S)(OC)SC(C)CSCC(C)SP(=S)(OC)OC,44144575.0,375.0,4
COP(=S)(OC)SC(C)n1cc(O)c(O)c1,3051205.0,5.6000000000000005,2
COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O,202403.0,188.0,3
COP(=S)(OC)SC(CC(=O)OC(C)C)C(=O)OC(C)C,107156.0,4000.0,5
COP(=S)(OC)SC1CCC2C=CCC1S2,110851.0,1000.0,4
COP(=S)(OC)SC1CCSc2ccc(Cl)cc21,204084.0,200.0,3
COP(=S)(OC)SC1CCSc2ccccc21,204083.0,5.0,1
COP(=S)(OC)SC1CSC=CO1,113758.0,100.0,3
COP(=S)(OC)SC1OCCOC1SP(=S)(OC)OC,113812.0,350.0,4
COP(=S)(OC)SCC(=O)CNC(=O)Oc1cccc(C(C)C)c1,31148.0,432.0,4
COP(=S)(OC)SCC(=O)N(C)C=O,17345.0,250.0,3
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,91687.0,472.0,4
COP(=S)(OC)SCC(=O)N1CCOCC1,8952.0,190.0,3
COP(=S)(OC)SCC(=O)O,14209.0,2500.0,5
COP(=S)(OC)SCC(C)CSC1C2C(Cl)=C(Cl)C(Cl)(C1Cl)C2(Cl)Cl,107288.0,940.0,4
COP(=S)(OC)SCC(Cl)N1C(=O)c2ccccc2C1=O,114414.0,80.0,3
COP(=S)(OC)SCC(N)=O,199099.0,925.0,4
COP(=S)(OC)SCCNC(C)=O,25815.0,220.0,3
COP(=S)(OC)SCCSC,199686.0,75.0,3
COP(=S)(OC)SCCSC(C)C,37490.0,150.0,3
COP(=S)(OC)SCCSc1ccc(Cl)cc1,122596.0,100.0,3
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,12901.0,92.5,3
COP(=S)(OC)SCOC(C)=O,74447.0,93.0,3
COP(=S)(OC)SCSC=CC(Cl)Cl,6436922.0,85.0,3
COP(=S)(OC)SCSCCOC(N)=O,19712.0,44.0,2
COP(=S)(OC)SCSc1cc(Cl)cc(Cl)c1,116444.0,443.0,4
COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,62519.0,220.0,3
COP(=S)(OC)SCSc1ccc(Cl)c(Cl)c1,76017.0,220.0,3
COP(=S)(OC)SCSc1ccc(Cl)cc1,13721.0,48.0,2
COP(=S)(OC)SCSc1cccc(Cl)c1,116441.0,75.0,3
COP(=S)(OC)SCSc1cccc(Cl)c1Cl,116443.0,75.0,3
COP(=S)(OC)SCSc1ccccc1,87763.0,16.0,2
COP(=S)(OC)SCSc1ccccc1Cl,116442.0,13.0,2
COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,76025.0,265.0,3
COP(=S)(OC)SCc1nc(=O)o[nH]1,135783092.0,10.0,2
COP(=S)(OC)SCc1nc(N)nc(N)n1,6543.0,890.0,4
COP(=S)(OC)SCc1nnc(C(C)C)o1,216964.0,300.0,3
COP(=S)(OC)SCc1nnc(C)o1,208268.0,65.0,3
COP(=S)(OC)SCc1nnc(CC(C)C)o1,216965.0,1110.0,4
COP(=S)(OC)SCc1nnc(SC(C)C)s1,217085.0,1875.0,4
COP(=S)(OC)SCc1nnc(SC)s1,217078.0,875.0,4
COP(=S)(OC)SCn1c(=O)oc2cc(Cl)cnc21,215350.0,5000.0,5
COP(=S)(OC)SCn1c(O)ccc1O,100921.0,7.0,2
COP(=S)(OC)SCn1c(O)csc1=O,87258.0,68.0,3
COP(=S)(OC)SCn1nc(Br)ccc1=O,3039872.0,3.75,1
COP(=S)(OC)SCn1nc(C)ccc1=O,3039862.0,8.75,2
COP(=S)(OC)SCn1nc(Cl)c(C)cc1=O,3039874.0,65.0,3
COP(=S)(OC)SCn1nc(Cl)ccc1=O,211153.0,5.0,1
COP(=S)(OC)SCn1ncccc1=O,3039859.0,3.5,1
COP(=S)(OC)SCn1nnc2ccccc2c1=O,2268.0,7.0,2
COP(=S)(OC)Sc1ccc(Cl)cc1,78791.0,500.0,4
COP(=S)(OC)c1ccccc1,165540.0,450.0,4
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,30709.0,19.0,2
COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C,201116.0,25.0,2
COP(=S)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C,84118.0,5.0,1
COP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,38201.0,312.0,4
COP(=S)(S)OC,12959.0,694.0,4
COP(C)(=O)SC,198370.0,3.3000000000000003,1
COP(C)(=S)OC,120320.0,300.0,3
COP(C)(=S)Oc1ccc(Cl)cc1Cl,165009.0,159.0,3
COP(C)(=S)Oc1ccc([S+](C)[O-])c(C)c1,81037.0,3.0,1
COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,89635.0,6.0,2
COP(C)(=S)SCSc1ccc(Cl)cc1,87659.0,31.0,2
COP(C)(=S)SCn1c(=O)oc2cc(Cl)cnc21,216517.0,3080.0,5
COP(C)(=S)SCn1c(=O)oc2cccnc21,215366.0,1750.0,4
COP(C)(=S)Sc1ccccc1,76329.0,150.0,3
COP(N)(=O)SC,4096.0,7.5,2
COP(N)(=S)OC,87048.0,410.0,4
COP(N)(=S)Oc1cc(Cl)c(Cl)cc1Cl,75769.0,700.0,4
COP(N)(=S)Oc1ccc(C(C)(C)C)cc1Cl,80003.0,820.0,4
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,90479.0,50.0,2
COP(N)(=S)SC,207380.0,250.0,3
COP(OC)OC,8472.0,1600.0,4
COP1(=S)OCc2ccccc2O1,19657.0,102.0,3
COS(=O)(=O)OC,6497.0,205.0,3
COS(=O)(=O)[O-].COS(=O)(=O)[O-].C[n+]1ccc(-c2cc[n+](C)cc2)cc1,62422.0,100.0,3
COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,71926.0,1330.0,4
COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,6126.0,1107.0,4
COS(=O)(=O)[O-].C[N+]1(CCC(C2=CCCCC2)c2ccccc2)CCCCC1,71928.0,1700.0,4
COS(=O)(=O)[O-].C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,23618539.0,985.0,4
COS(=O)(=O)[O-].Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,39424.0,206.0,3
COS(=O)(=O)c1ccc(C)cc1,6645.0,341.0,4
COS(=O)(=O)c1ccccc1,6630.0,740.0,4
COS(C)(=O)=O,4156.0,225.0,3
CO[N+](=O)[O-],11724.0,344.0,4
CO[P+](=O)OC,6327114.0,3040.0,5
CO[PH+](=O)=O,6327900.0,1740.0,4
CO[Si](C)(OC)c1ccccc1,18193.0,892.0,4
CO[Si](CCC1CCC2OC2C1)(OC)OC,18819.0,8.0,2
CO[Si](CCCCCCCCCC[Si](OC)(OC)OC)(OC)OC,164127.0,2200.0,5
CO[Si](CCCNCCCN)(OC)OC,212847.0,3730.0,5
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,157882.0,3600.0,5
CO[Si](CCCS)(OC)OC,20473.0,730.0,4
CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,117734.0,1460.0,4
CO[Si](CCS)(OC)OC,82039.0,2460.0,5
CO[Si](CCl)(OC)OC,22212.0,500.0,4
CO[Si](OC)OC,6327428.0,1560.0,4
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],6753.0,339.0,4
COc1c(C(O)=CCC(=O)[O-])ccc2c(C)c(C)oc12.[Na+],23691738.0,3000.0,5
COc1c(C)c(O)c(C)c(C)c1C(=O)Oc1c(C)c(C)c(C(=O)Oc2c(C)c(C)c(C(=O)O)c(OC)c2C)c(O)c1C,157810.0,300.0,3
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,446541.0,352.0,4
COc1c(C)ccc(C)c1N(COC(C)C)C(=O)CCl,156905.0,1730.0,4
COc1c(Cl)c(Cl)c(OC)c2[nH]c(C(F)(F)F)nc12,55968.0,100.0,3
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,17107.0,260.0,3
COc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,198651.0,33.0,2
COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,16824.0,300.0,3
COc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,55956.0,8.033,2
COc1c(Cl)ccc(Cl)c1C(=O)O,3030.0,1039.0,4
COc1c(Cl)ccc(Cl)c1C(=O)O.O=C(O)CNCP(=O)(O)O,3059410.0,4000.0,5
COc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,55944.0,3.155,1
COc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,198643.0,2.894,1
COc1c(O)c(C)c(C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC,5280473.0,4000.0,5
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,17343.0,1690.0,4
COc1c(O)cc(Cl)c(Cl)c1Cl,42115.0,2980.0,5
COc1c(O)cc2c(O)c1C=C(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)N2,5288382.0,2500.0,5
COc1c(OC)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,55969.0,100.0,3
COc1c(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc(C)nc1C,178553.0,2000.0,4
COc1c(OP(=O)(OC(C)C)OC(C)C)cnn(C)c1=O,21151906.0,1.9,1
COc1c(OP(=O)(OCC(C)C)OCC(C)C)cn[nH]c1=O,44144577.0,36.0,2
COc1c(OP(=S)(NC(C)C)OC)cnn(C)c1=O,216879.0,5.0,1
COc1c(OP(=S)(OC(C)C)OC(C)C)cnn(C)c1=O,3042707.0,10.5,2
COc1c(OP(=S)(OC)OC(C)C)cnn(C)c1=O,3042698.0,3.7,1
COc1c(OP(=S)(OC)OC)cnn(C)c1=O,3042695.0,2.5,1
COc1c(OP(=S)(OC)OCC(C)C)cnn(C)c1=O,3042364.0,12.5,2
COc1c(OP(=S)(OCC(C)C)OC(C)C)cnn(C)c1=O,3042708.0,52.0,3
COc1c(OP(=S)(OCC(C)C)OCC(C)C)cnn(C)c1=O,3042710.0,135.0,3
COc1c(OP(=S)(Oc2cnn(C)c(=O)c2OC)OC(C)C)cnn(C)c1=O,3055905.0,100.0,3
COc1c(SC)cnc(C)c1O,69710.0,1300.0,4
COc1c2ccoc2cc2oc(C)cc(=O)c12,6716.0,832.0,4
COc1c2ccoc2cc2oc(COC3OC(CO)C(O)C(O)C3O)cc(=O)c12,441966.0,1469.0,4
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3828.0,68.8,3
COc1c2occc2cc2ccc(=O)oc12,4114.0,791.0,4
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,8411.0,1920.0,4
COc1cc(-n2ccnc2)ncn1,3087488.0,400.0,4
COc1cc(Br)c2oc(C3CCNCC3)cc2c1.Cl,44570.0,310.0,4
COc1cc(C#N)ccc1OP(=S)(OC)OC,77128.0,2710.0,5
COc1cc(C(=O)N(C)C)nn1-c1cccc(Cl)c1,12382989.0,790.0,4
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,26650.0,130.0,3
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,120984.0,1000.0,4
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,12478.0,1800.0,4
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,5597.0,2100.0,5
COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl,13812.0,1500.0,4
COc1cc(C(=O)OC2CCC(N3CCCCC3)CC2)cc(OC)c1OC,15227.0,650.0,4
COc1cc(C(=O)OCCCCN2CCN(c3ccccc3)CC2)cc(OC)c1OC.Cl.Cl,22204.0,2500.0,5
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.Cl.Cl,5776.0,2550.0,5
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,29976.0,2150.0,5
COc1cc(C(=O)OCCCNCCC(c2ccccc2)c2ccccc2)cc(OC)c1OC.Cl,32197.0,3000.0,5
COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,6433198.0,1635.0,4
COc1cc(C(=O)OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc(OC)c1OC.Cl.Cl,89348.0,2250.0,5
COc1cc(C(=O)OCc2cccc(COC(=O)c3cc(OC)c(OC)c(OC)c3)n2)cc(OC)c1OC,68711.0,3000.0,5
